1059895964	20210824	202108	2021	2021.6411	GOV	MINIST						GOV			CANGOV	CANADA	CAN					GOV			1	040	040	04	1	1.0	1	1	1	3.51648351648352	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220824010000	https://www.miragenews.com/new-arrangement-to-advance-indigenous-peoples-841818/
1059895965	20210824	202108	2021	2021.6411	LEG	LEGISLATURE						LEG													0	0331	033	03	1	5.2	5	1	5	-0.22813688212928	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824010000	https://captimes.com/news/education/lack-of-nurse-educators-fuels-wisconsin-s-nursing-shortage/article_4ad00b56-f69b-5253-bb11-5f94f565797c.html
1059895966	20210824	202108	2021	2021.6411	LEG	LEGISLATURE						LEG													0	056	056	05	1	7.0	5	1	5	-0.22813688212928	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220824010000	https://captimes.com/news/education/lack-of-nurse-educators-fuels-wisconsin-s-nursing-shortage/article_4ad00b56-f69b-5253-bb11-5f94f565797c.html
1059895967	20210824	202108	2021	2021.6411	MEX	MEXICO	MEX								MED	MEDIA						MED			1	190	190	19	4	-10.0	2	1	2	-5.30035335689046	4	Chilpancingo, Guerrero, Mexico	MX	MX12	19938	17.55	-99.5	-1657239	4	Chilpancingo, Guerrero, Mexico	MX	MX12	19938	17.55	-99.5	-1657239	4	Chilpancingo, Guerrero, Mexico	MX	MX12	19938	17.55	-99.5	-1657239	20220824010000	https://www.laprensalatina.com/colleagues-of-slain-mexican-journalist-protest-in-acapulco/
1059895968	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	-4.28380187416332	3	Keller High School, Texas, United States	US	USTX	TX439	32.934	-97.2339	2008532	0								3	Keller High School, Texas, United States	US	USTX		32.934	-97.2339	2008532	20220824010000	https://dentonrc.com/news/keller-isd-adopts-new-book-challenge-policy-as-divided-community-packs-meeting/article_2580034d-7ef8-58de-ab70-f81c12eb4d2a.html
1059895969	20210824	202108	2021	2021.6411	USAGOV	NASA	USA					GOV			EURGOV	EUROPEAN	EUR					GOV			1	193	193	19	4	-10.0	10	1	10	0.79681274900398	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220824010000	http://www.vindy.com/wire/?category=5&ID=233177
1059895970	20220725	202207	2022	2022.5616											ETH	ETHIOPIA	ETH								0	190	190	19	4	-10.0	2	1	2	-7.97266514806379	0								4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20220824010000	http://www.jordantimes.com/news/region/somalia-president-vows-%E2%80%98all-out-war%E2%80%99-against-al-shabaab
1059895971	20220725	202207	2022	2022.5616											ETH	ETHIOPIA	ETH								0	190	190	19	4	-10.0	8	1	8	-7.97266514806379	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20220824010000	http://www.jordantimes.com/news/region/somalia-president-vows-%E2%80%98all-out-war%E2%80%99-against-al-shabaab
1059895972	20220725	202207	2022	2022.5616											MIL	MILITARY BASE						MIL			0	190	190	19	4	-10.0	2	1	2	-7.97266514806379	0								4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20220824010000	http://www.jordantimes.com/news/region/somalia-president-vows-%E2%80%98all-out-war%E2%80%99-against-al-shabaab
1059895973	20220725	202207	2022	2022.5616											MIL	MILITARY BASE						MIL			0	190	190	19	4	-10.0	8	1	8	-7.97266514806379	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20220824010000	http://www.jordantimes.com/news/region/somalia-president-vows-%E2%80%98all-out-war%E2%80%99-against-al-shabaab
1059895974	20220817	202208	2022	2022.6219											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	-4.28380187416332	0								3	Keller High School, Texas, United States	US	USTX		32.934	-97.2339	2008532	3	Keller High School, Texas, United States	US	USTX		32.934	-97.2339	2008532	20220824010000	https://dentonrc.com/news/keller-isd-adopts-new-book-challenge-policy-as-divided-community-packs-meeting/article_2580034d-7ef8-58de-ab70-f81c12eb4d2a.html
1059895975	20220817	202208	2022	2022.6219											EGY	EGYPT	EGY								0	163	163	16	4	-8.0	1	1	1	-5.1107325383305	0								1	Egypt	EG	EG		27	30	EG	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220824010000	http://www.jordantimes.com/news/region/sadr-supporters-launch-sit-outside-top-iraq-judicial-body
1059895976	20220817	202208	2022	2022.6219											EGY	EGYPT	EGY								0	163	163	16	4	-8.0	1	1	1	-5.1107325383305	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20220824010000	http://www.jordantimes.com/news/region/sadr-supporters-launch-sit-outside-top-iraq-judicial-body
1059895977	20220817	202208	2022	2022.6219											GOV	PRIME MINISTER						GOV			0	163	163	16	4	-8.0	3	1	3	-5.1107325383305	0								4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220824010000	http://www.jordantimes.com/news/region/sadr-supporters-launch-sit-outside-top-iraq-judicial-body
1059895978	20220817	202208	2022	2022.6219											USA	UNITED STATES	USA								1	1123	112	11	3	-2.0	2	1	2	-11.3043478260869	0								3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20220824010000	https://www.koaa.com/news/national/man-faces-new-murder-charge-in-third-new-mexico-muslim-killing
