1059942104	20210824	202108	2021	2021.6411	AUS	AUSTRALIAN	AUS								EDU	SCHOOL						EDU			1	040	040	04	1	1.0	8	1	8	-0.56603773584905	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824084500	https://australianaviation.com.au/2022/08/invest-in-grad-schemes-to-fix-talent-crisis-says-engineers-australia/
1059942105	20220725	202207	2022	2022.5616	JUD	JUDGE						JUD													1	030	030	03	1	4.0	6	1	6	-11.2403100775194	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	0								4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20220824084500	https://allafrica.com/stories/202208240106.html
1059942106	20220725	202207	2022	2022.5616	JUD	JUDGE						JUD			LBR	LIBERIA	LBR								1	030	030	03	1	4.0	2	1	2	-11.2403100775194	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20220824084500	https://allafrica.com/stories/202208240106.html
1059942107	20220725	202207	2022	2022.5616	UKR	UKRAINIAN	UKR								CHE	SWISS	CHE								1	111	111	11	3	-2.0	2	1	2	3.38028169014085	1	Ukraine	UP	UP		49	32	UP	4	Lugano, Ticino, Switzerland	SZ	SZ20	26305	46.0062	8.95114	-2552969	4	Lugano, Ticino, Switzerland	SZ	SZ20	26305	46.0062	8.95114	-2552969	20220824084500	https://www.swissinfo.ch/eng/society/swiss-solidarity-has-sent-chf30-million-in-aid-to-ukraine/47848816
1059942108	20220725	202207	2022	2022.5616	UKRGOV	UKRAINIAN	UKR					GOV			CHE	SWISS	CHE								1	111	111	11	3	-2.0	8	1	8	3.38028169014085	1	Ukraine	UP	UP		49	32	UP	4	Lugano, Ticino, Switzerland	SZ	SZ20	26305	46.0062	8.95114	-2552969	4	Lugano, Ticino, Switzerland	SZ	SZ20	26305	46.0062	8.95114	-2552969	20220824084500	https://www.swissinfo.ch/eng/society/swiss-solidarity-has-sent-chf30-million-in-aid-to-ukraine/47848816
1059942109	20220725	202207	2022	2022.5616	USA	RHODE ISLAND	USA																		0	081	081	08	2	5.0	5	1	5	0.31746031746032	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220824084500	https://www.washingtonpost.com/health/2022/08/24/marijuana-cannabis-psychedelics-drug-study/
1059942110	20220817	202208	2022	2022.6219	GOV	ENVOY						GOV			ISRGOV	JERUSALEM	ISR					GOV			0	141	141	14	3	-6.5	5	1	5	1.30208333333334	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220824084500	https://global.chinadaily.com.cn/a/202208/24/WS6305a606a310fd2b29e73fe7.html
1059942111	20220823	202208	2022	2022.6384	GOV	PRIME MINISTER						GOV			NOR	NORWEGIAN	NOR								1	040	040	04	1	1.0	10	1	10	-1.6304347826087	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20220824084500	https://www.thelocal.no/20220824/today-in-norway-a-roundup-of-the-latest-news-on-wednesday-65/
1059942112	20220823	202208	2022	2022.6384	NOR	NORWEGIAN	NOR								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	10	1	10	-1.6304347826087	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20220824084500	https://www.thelocal.no/20220824/today-in-norway-a-roundup-of-the-latest-news-on-wednesday-65/
1059942113	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	0874	087	08	2	10.0	2	1	2	-16.2393162393162	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220824084500	https://www.enca.com/news/crime-sa-granny-killer-pleads-guilty
1059942114	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	4	1	4	0.43478260869566	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824084500	https://www.theguardian.com/australia-news/2022/aug/24/china-increases-warship-capability-with-production-of-guided-missile-destroyers-experts-say
1059942115	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	1	1	1	0.43478260869566	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824084500	https://www.theguardian.com/australia-news/2022/aug/24/china-increases-warship-capability-with-production-of-guided-missile-destroyers-experts-say
1059942116	20220824	202208	2022	2022.6411											BLR	BELARUS	BLR								1	173	173	17	4	-5.0	4	1	4	-4.22535211267606	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220824084500	https://news.err.ee/1608693907/reinsalu-indrek-tarand-s-employment-with-foreign-ministry-terminated
1059942117	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	013	013	01	1	0.4	4	1	4	1.15440115440115	0								4	Meadowlands, Gauteng, South Africa	SF	SF06	77364	-26.2	27.8833	-1258947	4	Meadowlands, Gauteng, South Africa	SF	SF06	77364	-26.2	27.8833	-1258947	20220824084500	https://ewn.co.za/0001/01/01/haji-mohamed-dawjee-prof-mamokgethi-phakeng-s-perspective-problem
1059942118	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	020	020	02	1	3.0	4	1	4	2.51798561151079	0								5	Nagaland, Nagaland, India	IN	IN20	17807	26	94.25	-2105305	5	Nagaland, Nagaland, India	IN	IN20	17807	26	94.25	-2105305	20220824084500	https://economictimes.indiatimes.com/news/economy/finance/fm-sitharaman-highlights-need-for-investment-funding-in-nagaland/articleshow/93748919.cms
1059942119	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	040	040	04	1	1.0	5	1	5	8.26086956521739	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220824084500	https://www.finanznachrichten.de/nachrichten-2022-08/56884065-itsma-a-momentum-company-announces-2022-marketing-excellence-awards-finalists-008.htm
1059942120	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	060	060	06	2	6.0	10	1	10	0.383141762452106	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220824084500	https://www.offshore-energy.biz/esl-shipping-orders-five-more-electric-hybrid-vessels/
1059942121	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	0874	087	08	2	10.0	3	1	3	-16.2393162393162	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220824084500	https://www.enca.com/news/crime-sa-granny-killer-pleads-guilty
1059942122	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			0	100	100	10	3	-5.0	10	1	10	2.17065868263473	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824084500	https://www.telegraphindia.com/edugraph/career/study-abroad-calcutta-girl-arunima-ghosh-shares-her-journey-in-the-uk/cid/1882108
1059942123	20220824	202208	2022	2022.6411											CAN	CANADIAN	CAN								1	112	112	11	3	-2.0	5	1	5	-5.46075085324232	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220824084500	https://menafn.com/1104745617/Canadian-Cardinal-Facing-Class-Action-Sexual-Abuse-Charges
1059942124	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	061	061	06	2	6.4	2	1	2	-1.47679324894515	0								1	Japan	JA	JA		36	138	JA	1	Singapore	SN	SN		1.366667	103.8	SN	20220824084500	https://www.ccfgroup.com/newscenter/newsview.php?Class_ID=D00000&Info_ID=2022082430114
1059942125	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	061	061	06	2	6.4	8	1	8	-1.47679324894515	0								1	Japan	JA	JA		36	138	JA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220824084500	https://www.ccfgroup.com/newscenter/newsview.php?Class_ID=D00000&Info_ID=2022082430114
1059942126	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	019	019	01	1	3.4	6	1	6	-4.07446434843695	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220824084500	https://www.sott.net/article/471336-A-dad-took-photos-of-his-naked-toddler-for-the-doctor-Google-flagged-him-as-a-criminal
