1060021506	20210824	202108	2021	2021.6411											BGR	BULGARIA	BGR								1	043	043	04	1	2.8	4	1	4	1.42566191446029	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	United Kingdom	UK	UK		54	-4	UK	20220824184500	https://www.gulftoday.ae/lifestyle/2022/08/24/british-belgian-teen-pilot-becomes-youngest-person-to-fly-solo-around-the-world
1060021507	20210824	202108	2021	2021.6411											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	2	1	2	-7.16981132075472	0								3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	20220824184500	https://mymixfm.com/2022/08/24/remembering-the-kokomo-tornado-6-years-later/
1060021508	20210824	202108	2021	2021.6411											USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-7.16981132075472	0								3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	20220824184500	https://mymixfm.com/2022/08/24/remembering-the-kokomo-tornado-6-years-later/
1060021509	20210824	202108	2021	2021.6411	BGR	BULGARIA	BGR																		1	042	042	04	1	1.9	4	1	4	1.42566191446029	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	0								1	United Kingdom	UK	UK		54	-4	UK	20220824184500	https://www.gulftoday.ae/lifestyle/2022/08/24/british-belgian-teen-pilot-becomes-youngest-person-to-fly-solo-around-the-world
1060021510	20210824	202108	2021	2021.6411	CVL	COMMUNITY						CVL													0	040	040	04	1	1.0	2	1	2	-7.16981132075472	3	Howard County, Indiana, United States	US	USIN	IN067	40.4864	-86.1336	450360	0								3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	20220824184500	https://mymixfm.com/2022/08/24/remembering-the-kokomo-tornado-6-years-later/
1060021511	20210824	202108	2021	2021.6411	GOV	PRIME MINISTER						GOV													1	020	020	02	1	3.0	10	1	10	1.34228187919463	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	0								4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	20220824184500	https://www.bignewsnetwork.com/news/272665035/pm-modi-inaugurates-amrita-hospital-in-faridabad-cancer-hospital-in-mohali-says-5g-services-will-revolutionise-remote-healthcare-sector
1060021512	20210824	202108	2021	2021.6411	GOVBUS	RESERVE BANK						GOV	BUS		MNC	MASTERCARD						MNC			1	172	172	17	4	-5.0	4	1	4	1.25	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824184500	https://techcrunch.com/2022/08/24/india-american-express/
1060021513	20210824	202108	2021	2021.6411	GOVBUS	RESERVE BANK						GOV	BUS		MNC	MASTERCARD						MNC			1	172	172	17	4	-5.0	1	1	1	1.25	1	United States	US	US		39.828175	-98.5795	US	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824184500	https://techcrunch.com/2022/08/24/india-american-express/
1060021514	20210824	202108	2021	2021.6411	ISR	ISRAEL	ISR								EGY	EGYPT	EGY								0	050	050	05	1	3.5	6	1	6	-3.7109375	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824184500	https://www.jpost.com/arab-israeli-conflict/article-715522
1060021515	20210824	202108	2021	2021.6411	ISR	ISRAEL	ISR								EGY	EGYPT	EGY								0	050	050	05	1	3.5	2	1	2	-3.7109375	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20220824184500	https://www.jpost.com/arab-israeli-conflict/article-715522
1060021516	20210824	202108	2021	2021.6411	ISR	ISRAEL	ISR								EGY	EGYPT	EGY								0	050	050	05	1	3.5	2	1	2	-3.7109375	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824184500	https://www.jpost.com/arab-israeli-conflict/article-715522
1060021517	20210824	202108	2021	2021.6411	TZAGOV	TANZANIA	TZA					GOV													1	030	030	03	1	4.0	5	1	5	0.56657223796034	1	Tanzania	TZ	TZ		-6	35	TZ	0								1	Tanzania	TZ	TZ		-6	35	TZ	20220824184500	http://www.msn.com/en-us/travel/news/travelers-can-now-live-stream-their-climb-up-mt-kilimanjaro-using-its-new-high-speed-internet/ar-AA113F2y
1060021518	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	1	1	1	-7.16981132075472	3	Howard County, Indiana, United States	US	USIN	IN067	40.4864	-86.1336	450360	0								3	Howard County, Indiana, United States	US	USIN		40.4864	-86.1336	450360	20220824184500	https://mymixfm.com/2022/08/24/remembering-the-kokomo-tornado-6-years-later/
1060021519	20210824	202108	2021	2021.6411	USA	IOWA	USA								USACOP	UNITED STATES	USA					COP			1	193	193	19	4	-10.0	2	1	2	-6.01769911504424	3	Cerro Gordo County, Iowa, United States	US	USIA	IA033	43.0833	-93.2669	465206	3	Cerro Gordo County, Iowa, United States	US	USIA		43.0833	-93.2669	465206	3	Cerro Gordo County, Iowa, United States	US	USIA		43.0833	-93.2669	465206	20220824184500	https://www.crimeonline.com/2022/08/24/satanist-murders-decapitates-woman-then-puts-her-head-on-stick-in-park/
1060021520	20210824	202108	2021	2021.6411	USA	IOWA	USA								USACOP	UNITED STATES	USA					COP			1	193	193	19	4	-10.0	2	1	2	-6.01769911504424	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Cerro Gordo County, Iowa, United States	US	USIA		43.0833	-93.2669	465206	3	Cerro Gordo County, Iowa, United States	US	USIA		43.0833	-93.2669	465206	20220824184500	https://www.crimeonline.com/2022/08/24/satanist-murders-decapitates-woman-then-puts-her-head-on-stick-in-park/
