1059874314	20120825	201208	2012	2012.6438	GOV	REGULATOR						GOV			JUD	ADVOCATE						JUD			0	040	040	04	1	1.0	4	1	4	-3.01318267419962	3	San Marcos, California, United States	US	USCA	CA073	33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20220823214500	https://alabamanewscenter.com/2022/08/23/pfizers-5-4-billion-deal-could-mean-big-things-for-sickle-cell-disease/
1059874315	20120825	201208	2012	2012.6438	GOV	REGULATOR						GOV			JUD	ADVOCATE						JUD			0	040	040	04	1	1.0	6	1	6	-3.01318267419962	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220823214500	https://alabamanewscenter.com/2022/08/23/pfizers-5-4-billion-deal-could-mean-big-things-for-sickle-cell-disease/
1059874316	20120825	201208	2012	2012.6438	JUD	ADVOCATE						JUD			GOV	REGULATOR						GOV			0	040	040	04	1	1.0	4	1	4	-3.01318267419962	3	San Marcos, California, United States	US	USCA	CA073	33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20220823214500	https://alabamanewscenter.com/2022/08/23/pfizers-5-4-billion-deal-could-mean-big-things-for-sickle-cell-disease/
1059874317	20120825	201208	2012	2012.6438	JUD	ADVOCATE						JUD			GOV	REGULATOR						GOV			0	040	040	04	1	1.0	6	1	6	-3.01318267419962	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220823214500	https://alabamanewscenter.com/2022/08/23/pfizers-5-4-billion-deal-could-mean-big-things-for-sickle-cell-disease/
1059874318	20210823	202108	2021	2021.6384	CVL	HUNTER						CVL													1	192	192	19	4	-9.5	1	1	1	-0.48923679060665	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	Venice Beach, California, United States	US	USCA		37.4797	-122.451	237043	20220823214500	https://www.dailymail.co.uk/news/article-11139201/Hunter-Biden-wife-Melissa-daughter-Maisy-son-Beau-grab-ice-cream-California.html
1059874319	20210823	202108	2021	2021.6384	CVL	HUNTER						CVL			USA	UNITED STATES	USA								1	192	192	19	4	-9.5	1	1	1	-0.48923679060665	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Venice Beach, California, United States	US	USCA		37.4797	-122.451	237043	3	Venice Beach, California, United States	US	USCA		37.4797	-122.451	237043	20220823214500	https://www.dailymail.co.uk/news/article-11139201/Hunter-Biden-wife-Melissa-daughter-Maisy-son-Beau-grab-ice-cream-California.html
1059874320	20210823	202108	2021	2021.6384	CVL	HUNTER						CVL			USA	UNITED STATES	USA								1	192	192	19	4	-9.5	1	1	1	-0.48923679060665	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Venice Beach, California, United States	US	USCA		37.4797	-122.451	237043	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220823214500	https://www.dailymail.co.uk/news/article-11139201/Hunter-Biden-wife-Melissa-daughter-Maisy-son-Beau-grab-ice-cream-California.html
1059874321	20210823	202108	2021	2021.6384	CVL	HUNTER						CVL			USA	UNITED STATES	USA								1	192	192	19	4	-9.5	1	1	1	-0.48923679060665	2	California, United States	US	USCA		36.17	-119.746	CA	3	Venice Beach, California, United States	US	USCA		37.4797	-122.451	237043	2	California, United States	US	USCA		36.17	-119.746	CA	20220823214500	https://www.dailymail.co.uk/news/article-11139201/Hunter-Biden-wife-Melissa-daughter-Maisy-son-Beau-grab-ice-cream-California.html
1059874322	20210823	202108	2021	2021.6384	EDU	SCHOOL						EDU			CHRCTH	CATHOLIC				CHR	CTH				0	014	014	01	1	0.0	2	1	2	-1.69616519174041	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220823214500	https://www.phillytrib.com/news/i-dont-feel-safe-children-fear-going-back-to-school-in-uvalde/article_c3743e06-3d79-5d92-af70-a40bc5f3183e.html
1059874323	20210823	202108	2021	2021.6384	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	014	014	01	1	0.0	2	1	2	-1.69616519174041	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220823214500	https://www.phillytrib.com/news/i-dont-feel-safe-children-fear-going-back-to-school-in-uvalde/article_c3743e06-3d79-5d92-af70-a40bc5f3183e.html
1059874324	20210823	202108	2021	2021.6384	GAB	GABON	GAB																		0	010	010	01	1	0.0	1	1	1	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	0								1	Gabon	GB	GB		-1	11.75	GB	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874325	20210823	202108	2021	2021.6384	GAB	GABON	GAB								PAK	PAKISTAN	PAK								0	036	036	03	1	4.0	1	1	1	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	1	Gabon	GB	GB		-1	11.75	GB	1	Gabon	GB	GB		-1	11.75	GB	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874326	20210823	202108	2021	2021.6384	GBR	SCOTLAND	GBR																		0	010	010	01	1	0.0	1	1	1	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	0								1	Gabon	GB	GB		-1	11.75	GB	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874327	20210823	202108	2021	2021.6384	GBR	SCOTLAND	GBR																		0	010	010	01	1	0.0	3	1	3	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	0								1	Pakistan	PK	PK		30	70	PK	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874328	20210823	202108	2021	2021.6384	GBR	SCOTLAND	GBR								PAK	PAKISTAN	PAK								0	036	036	03	1	4.0	4	1	4	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874329	20210823	202108	2021	2021.6384	GOV	AUTHORITIES						GOV													0	010	010	01	1	0.0	3	1	3	-5.9463986599665	1	Chad	CD	CD		15	19	CD	0								1	Chad	CD	CD		15	19	CD	20220823214500	https://www.dailymail.co.uk/news/article-11139021/Cult-mom-Lori-Vallows-son-confronts-jailhouse-phone-call-murders-children.html
1059874330	20210823	202108	2021	2021.6384	GOV	AUTHORITIES						GOV			TCD	CHAD	TCD								0	013	013	01	1	0.4	2	1	2	-5.9463986599665	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20220823214500	https://www.dailymail.co.uk/news/article-11139021/Cult-mom-Lori-Vallows-son-confronts-jailhouse-phone-call-murders-children.html
1059874331	20210823	202108	2021	2021.6384	PAK	PAKISTAN	PAK								GAB	GABON	GAB								0	036	036	03	1	4.0	1	1	1	5.8139534883721	1	Gabon	GB	GB		-1	11.75	GB	1	Gabon	GB	GB		-1	11.75	GB	1	Gabon	GB	GB		-1	11.75	GB	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874332	20210823	202108	2021	2021.6384	PAK	PAKISTAN	PAK								GBR	SCOTLAND	GBR								0	036	036	03	1	4.0	4	1	4	5.8139534883721	1	Pakistan	PK	PK		30	70	PK	1	Gabon	GB	GB		-1	11.75	GB	1	Pakistan	PK	PK		30	70	PK	20220823214500	https://associatestimes.com/csg-patricia-scotland-meets-forests-minister-of-gabon-prof-lee-white-cbe/
1059874333	20220816	202208	2022	2022.6192											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	8	1	8	-0.46511627906976	0								3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220823214500	https://klou.iheart.com/content/2022-08-23-missouri-high-school-asks-teachers-to-remove-lgbtq-pride-flags/
