1060044149	20210824	202108	2021	2021.6411											USA	LOS ANGELES	USA								0	173	173	17	4	-5.0	4	1	4	-8.05369127516775	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824220000	https://www.nbcnews.com/news/us-news/two-years-rape-conviction-harvey-weinstein-granted-appeal-rcna44709
1060044150	20210824	202108	2021	2021.6411											USA	LOS ANGELES	USA								0	1821	182	18	4	-9.0	4	1	4	-8.05369127516775	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220824220000	https://www.nbcnews.com/news/us-news/two-years-rape-conviction-harvey-weinstein-granted-appeal-rcna44709
1060044151	20210824	202108	2021	2021.6411	EDU	SCHOLAR						EDU			IDN	INDONESIA	IDN								0	051	051	05	1	3.4	3	1	3	2.31548480463097	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220824220000	https://insurancenewsnet.com/oarticle/measuring-the-woodwork-effect-in-medical-insurance-massachusetts-institute-of-technology
1060044152	20210824	202108	2021	2021.6411	PHL	FILIPINO	PHL								GOV	GOVERNMENT						GOV			1	192	192	19	4	-9.5	5	1	5	-4.7112462006079	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824220000	https://newsinfo.inquirer.net/1652815/adb-pandemic-hardest-on-poor
1060044153	20210824	202108	2021	2021.6411	TUR	TURKEY	TUR								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	1	1	1	-3.7328094302554	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824220000	https://www.presstv.ir/Detail/2022/08/24/687973/US-Turkey-Russia-Ukraine-sanctions-Erdogan-Putin-Tusiad-Adeyemo
1060044154	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	1	1	1	-3.7328094302554	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20220824220000	https://www.presstv.ir/Detail/2022/08/24/687973/US-Turkey-Russia-Ukraine-sanctions-Erdogan-Putin-Tusiad-Adeyemo
1060044155	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	4	1	4	-3.7328094302554	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824220000	https://www.presstv.ir/Detail/2022/08/24/687973/US-Turkey-Russia-Ukraine-sanctions-Erdogan-Putin-Tusiad-Adeyemo
1060044156	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	2	1	2	1.98019801980198	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824220000	https://www.snntv.com/story/47156210/tyler-glasnow-not-ruling-out-2022-return
1060044157	20220725	202207	2022	2022.5616	DEU	GERMANY	DEU								EUR	EUROPE	EUR								1	043	043	04	1	2.8	10	1	10	2.02764976958526	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824220000	https://www.potatonewstoday.com/2022/07/29/grimme-unveils-six-new-machines-at-farm-days-event/
1060044158	20220725	202207	2022	2022.5616	EUR	EUROPE	EUR								DEU	GERMANY	DEU								1	042	042	04	1	1.9	10	1	10	2.02764976958526	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220824220000	https://www.potatonewstoday.com/2022/07/29/grimme-unveils-six-new-machines-at-farm-days-event/
