1059897911	20210824	202108	2021	2021.6411											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	-0.73349633251834	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220824011500	https://www.birminghammail.co.uk/news/uk-news/what-time-you-your-gcse-24831014
1059897912	20210824	202108	2021	2021.6411	EDU	STUDENT						EDU													1	036	036	03	1	4.0	10	1	10	-0.73349633251834	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220824011500	https://www.birminghammail.co.uk/news/uk-news/what-time-you-your-gcse-24831014
1059897913	20210824	202108	2021	2021.6411	EDU	STUDENT						EDU			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	10	1	10	-0.73349633251834	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220824011500	https://www.birminghammail.co.uk/news/uk-news/what-time-you-your-gcse-24831014
1059897914	20210824	202108	2021	2021.6411	EDU	SCHOOL						EDU			LAB	STAFF MEMBER						LAB			1	051	051	05	1	3.4	10	1	10	2.22222222222222	0								0								0								20220824011500	https://www.leinsterexpress.ie/news/local-news/893161/portlaoise-college-takes-on-13-new-staff.html
1059897915	20210824	202108	2021	2021.6411	FRA	PARIS	FRA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	10	1	10	2.6246719160105	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824011500	https://wibqam.com/2022/08/23/local-school-district-looks-to-improve-safety-with-an-8m-fund/
1059897916	20210824	202108	2021	2021.6411	MNCUSA	MICROSOFT	USA					MNC			BUS	COMPANY						BUS			1	084	084	08	2	7.0	5	1	5	1.64835164835165	0								0								0								20220824011500	https://www.androidcentral.com/apps-software/gmail-ui-update-surface-duo
1059897917	20220725	202207	2022	2022.5616											BUS	AIRLINE						BUS			0	043	043	04	1	2.8	2	1	2	-4.02144772117963	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897918	20220725	202207	2022	2022.5616											MEX	MEXICO	MEX								1	112	112	11	3	-2.0	4	1	4	-4.25055928411633	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824011500	https://www.kob.com/new-mexico/new-mexicos-arnold-tool-how-big-of-a-role-does-it-play-in-a-judges-decision/
1059897919	20220725	202207	2022	2022.5616											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-2	0								3	Salmon River, Idaho, United States	US	USID		45.8563	-116.793	400069	3	Salmon River, Idaho, United States	US	USID		45.8563	-116.793	400069	20220824011500	https://www.eastidahonews.com/2022/08/moose-fire-among-largest-active-wildfires-in-us-as-it-surpasses-95000-acres/
1059897920	20220725	202207	2022	2022.5616	BUS	AIRLINE						BUS													0	042	042	04	1	1.9	2	1	2	-4.02144772117963	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897921	20220725	202207	2022	2022.5616	BUS	AIRLINE						BUS			GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	8	1	8	-4.02144772117963	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897922	20220725	202207	2022	2022.5616	BUS	AIRLINE						BUS			USA	DETROIT	USA								0	042	042	04	1	1.9	8	1	8	-4.02144772117963	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897923	20220725	202207	2022	2022.5616	GBR	UNITED KINGDOM	GBR								BUS	AIRLINE						BUS			0	043	043	04	1	2.8	8	1	8	-4.02144772117963	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897924	20220725	202207	2022	2022.5616	OPP	RIOTER						OPP													0	173	173	17	4	-5.0	10	1	10	-6.73758865248227	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220824011500	https://redstate.com/mike_miller/2022/08/23/widow-of-slain-police-captain-david-dorn-slams-blm-supervillain-kamala-harris-in-blistering-op-ed-n616588
1059897925	20220725	202207	2022	2022.5616	OPP	RIOTER						OPP													0	190	190	19	4	-10.0	10	1	10	-6.73758865248227	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220824011500	https://redstate.com/mike_miller/2022/08/23/widow-of-slain-police-captain-david-dorn-slams-blm-supervillain-kamala-harris-in-blistering-op-ed-n616588
1059897926	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA																		1	060	060	06	2	6.0	6	1	6	-2	3	Salmon River, Idaho, United States	US	USID	ID069	45.8563	-116.793	400069	0								3	Salmon River, Idaho, United States	US	USID		45.8563	-116.793	400069	20220824011500	https://www.eastidahonews.com/2022/08/moose-fire-among-largest-active-wildfires-in-us-as-it-surpasses-95000-acres/
1059897927	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	6	1	6	-2	3	Salmon River, Idaho, United States	US	USID	ID069	45.8563	-116.793	400069	0								3	Salmon River, Idaho, United States	US	USID		45.8563	-116.793	400069	20220824011500	https://www.eastidahonews.com/2022/08/moose-fire-among-largest-active-wildfires-in-us-as-it-surpasses-95000-acres/
1059897928	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA																		1	195	195	19	4	-10.0	6	1	6	-2	3	Salmon River, Idaho, United States	US	USID	ID069	45.8563	-116.793	400069	0								3	Salmon River, Idaho, United States	US	USID		45.8563	-116.793	400069	20220824011500	https://www.eastidahonews.com/2022/08/moose-fire-among-largest-active-wildfires-in-us-as-it-surpasses-95000-acres/
1059897929	20220725	202207	2022	2022.5616	USA	DETROIT	USA								BUS	AIRLINE						BUS			0	043	043	04	1	2.8	8	1	8	-4.02144772117963	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220824011500	http://www.nydailynews.com/news/world/ny-british-airways-cuts-10000-flights-winter-schedule-20220824-zeh322jjrvbr7gnwh34zxzwfgy-story.html
1059897930	20220824	202208	2022	2022.6411											AGO	ANGOLA	AGO								0	020	020	02	1	3.0	2	1	2	-1.34099616858237	0								1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20220824011500	https://www.ibtimes.com/angolans-vote-tight-race-that-could-affect-pro-russia-ties-3605002
