1059943038	20210824	202108	2021	2021.6411											CVL	VILLAGE						CVL			0	173	173	17	4	-5.0	6	1	6	-5.75692963752665	0								4	Chipata, Western, Zambia	ZA	ZA03	65192	-13.6333	32.65	-2281036	4	Chipata, Western, Zambia	ZA	ZA03	65192	-13.6333	32.65	-2281036	20220824090000	https://www.faceofmalawi.com/2022/08/24/50-year-old-woman-hired-gule-wamkulu-to-torture-her-husband/
1059943039	20210824	202108	2021	2021.6411											CVL	VILLAGE						CVL			0	173	173	17	4	-5.0	1	1	1	-5.75692963752665	0								5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	20220824090000	https://www.faceofmalawi.com/2022/08/24/50-year-old-woman-hired-gule-wamkulu-to-torture-her-husband/
1059943040	20210824	202108	2021	2021.6411	EDU	COLLEGE						EDU													0	071	071	07	2	7.4	10	1	10	-0.94637223974764	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20220824090000	https://www.insidehighered.com/news/2022/08/24/3-struggling-public-colleges-new-university-emerges
1059943041	20210824	202108	2021	2021.6411	NGOHRI	HUMAN RIGHTS ORGANIZATION						NGO	HRI		CRI	COSTA RICA	CRI								1	112	112	11	3	-2.0	2	1	2	-4.42176870748299	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20220824090000	https://www.fijitimes.com/nicaraguan-government-takes-over-opposition-newspaper-headquarters/
1059943042	20210824	202108	2021	2021.6411	PAK	PAKISTAN	PAK								BUS	COMPANIES						BUS			1	060	060	06	2	6.0	10	1	10	-8.32137733142037	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220824090000	https://propakistani.pk/2022/08/24/as-fbr-prepares-to-document-the-tobacco-sector-illicit-manufacturers-victimize-poor-farmers/
1059943043	20210824	202108	2021	2021.6411	ZMB	ZAMBIA	ZMB								CVL	VILLAGE						CVL			0	173	173	17	4	-5.0	3	1	3	-5.75692963752665	5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	20220824090000	https://www.faceofmalawi.com/2022/08/24/50-year-old-woman-hired-gule-wamkulu-to-torture-her-husband/
1059943044	20220725	202207	2022	2022.5616											GBRIMY	MANX	GBR								1	020	020	02	1	3.0	10	1	10	0.59701492537314	0								0								0								20220824090000	http://www.msn.com/en-us/news/world/isle-of-man-electricity-prices-frozen-until-march/ar-AA112jTz
1059943045	20220725	202207	2022	2022.5616											GBRIMY	MANX	GBR								1	0311	031	03	1	5.2	10	1	10	0.59701492537314	0								0								0								20220824090000	http://www.msn.com/en-us/news/world/isle-of-man-electricity-prices-frozen-until-march/ar-AA112jTz
1059943046	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV			MWI	MALAWI	MWI								1	173	173	17	4	-5.0	2	1	2	-5.71428571428572	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	20220824090000	https://www.faceofmalawi.com/2022/08/24/linda-kunjes-fate-on-august-31/
1059943047	20220817	202208	2022	2022.6219	MWIGOV	MALAWI	MWI					GOV			MWI	MALAWI	MWI								1	173	173	17	4	-5.0	2	1	2	-5.71428571428572	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	4	Mikuyu Prison, Zomba, Malawi	MI	MI23	19330	-15.4167	35.4167	-1484175	20220824090000	https://www.faceofmalawi.com/2022/08/24/linda-kunjes-fate-on-august-31/
1059943048	20220817	202208	2022	2022.6219	NLD	ROTTERDAM	NLD																		1	036	036	03	1	4.0	10	1	10	-1.94174757281554	4	Koblenz, Rheinland-Pfalz, Germany	GM	GM08	16554	50.35	7.6	-1809855	0								4	Koblenz, Rheinland-Pfalz, Germany	GM	GM08	16554	50.35	7.6	-1809855	20220824090000	https://www.straitstimes.com/world/europe/relief-as-rhine-water-rises-in-germany-but-expected-to-drop-again
1059943049	20220823	202208	2022	2022.6384	MED	SPOKESMAN						MED													1	173	173	17	4	-5.0	4	1	4	-8.89487870619949	5	Yobe, Yobe, Nigeria	NI	NI44	23119	12	11.5	9153504	0								5	Yobe, Yobe, Nigeria	NI	NI44	23119	12	11.5	9153504	20220824090000	https://www.thisdaylive.com/index.php/2022/08/24/police-arrest-two-soldiers-for-murder-of-islamic-cleric/
1059943050	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	020	020	02	1	3.0	4	1	4	4.46428571428571	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824090000	https://www.mirror.co.uk/3am/celebrity-news/olivia-attwood-would-love-host-27818039
1059943051	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	042	042	04	1	1.9	8	1	8	-3.11457174638487	0								4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	20220824090000	https://www.news24.com/news24/southafrica/news/live-national-shutdown-strikes-sa-20220824
1059943052	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	042	042	04	1	1.9	6	1	6	-3.11457174638487	0								4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	20220824090000	https://www.news24.com/news24/southafrica/news/live-national-shutdown-strikes-sa-20220824
1059943053	20220824	202208	2022	2022.6411											AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	5	1	5	1.31578947368421	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	20220824090000	https://azertag.az/en/xeber/2263343
1059943054	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								1	050	050	05	1	3.5	10	1	10	0	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220824090000	https://apparelresources.com/business-news/trade/india-wants-start-cepa-negotiations-bangladesh-september-reports/
1059943055	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	020	020	02	1	3.0	5	1	5	-0.94637223974764	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20220824090000	https://www.insidehighered.com/news/2022/08/24/3-struggling-public-colleges-new-university-emerges
1059943056	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			1	036	036	03	1	4.0	10	1	10	2.3370233702337	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20220824090000	https://menafn.com/1104745965/Cold-Chain-Logistics-Market-Drugs-Pharmaceuticals-End-Use-To-Rake-At-177-CAGR-During-2021-2030
1059943057	20220824	202208	2022	2022.6411											BUS	BOSS						BUS			0	036	036	03	1	4.0	10	1	10	5.18331226295828	0								3	Shelter Haven, New Jersey, United States	US	USNJ		39.0537	-74.7629	880540	3	Shelter Haven, New Jersey, United States	US	USNJ		39.0537	-74.7629	880540	20220824090000	https://www.forbes.com/sites/angelinavillaclarke/2022/08/24/the-best-of-literary-travel-part-2-visit-new-places-and-meet-the-authors/
1059943058	20220824	202208	2022	2022.6411											BUS	INDUSTRY						BUS			0	040	040	04	1	1.0	10	1	10	0.37735849056604	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824090000	https://www.einnews.com/pr_news/587451548/hair-conditioner-market-to-grow-at-a-cagr-of-4-2-adoption-of-home-salon-services-is-a-major-trend-fueling-the-market
1059943059	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	3.52504638218924	0								5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20220824090000	https://www.in-cumbria.com/news/20732381.bae-systems-proud-part-barrow-despite-suns-negative-attack-town/
1059943060	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	046	046	04	1	7.0	6	1	6	0.956284153005469	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824090000	https://www.labelsandlabeling.com:443/features/ako-flexo-sets-production-unit-india
1059943061	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	050	050	05	1	3.5	10	1	10	-1.71339563862928	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824090000	https://www.ot.gr/2022/08/24/english-edition/national-natural-gas-system-operator-desfa-crucial-documents-posted-on-the-dark-web/
1059943062	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	051	051	05	1	3.4	5	1	5	3.52504638218924	0								5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20220824090000	https://www.in-cumbria.com/news/20732381.bae-systems-proud-part-barrow-despite-suns-negative-attack-town/
1059943063	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	051	051	05	1	3.4	10	1	10	5.71736785329019	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824090000	https://www.gov.uk/government/news/boost-for-uk-economy-and-rail-industry-through-new-israel-partnership
1059943064	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	043	043	04	1	2.8	4	1	4	1.55642023346304	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20220824090000	https://www.thenews.com.pk/latest/985010-first-ever-eplane-aircraft-completes-point-to-point-flight-purely-on-electricity
1059943065	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	2.24089635854341	0								3	Parsons Public Library, Kansas, United States	US	USKS		37.3382	-95.2613	2694667	3	Parsons Public Library, Kansas, United States	US	USKS		37.3382	-95.2613	2694667	20220824090000	https://www.parsonssun.com/news/article_6d15e73c-2338-11ed-9a14-afafc900bd95.html
1059943066	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	2.24089635854341	0								3	Parsons Public Library, Kansas, United States	US	USKS		37.3382	-95.2613	2694667	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824090000	https://www.parsonssun.com/news/article_6d15e73c-2338-11ed-9a14-afafc900bd95.html
1059943067	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	2.24089635854341	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824090000	https://www.parsonssun.com/news/article_6d15e73c-2338-11ed-9a14-afafc900bd95.html
1059943068	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	042	042	04	1	1.9	10	1	10	-6.69291338582677	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20220824090000	https://www.therakyatpost.com/news/2022/08/24/stop-spreading-false-info-malaysian-prison-dept-refutes-rumours-that-vip-inmates-get-special-treatment/
1059943069	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	173	173	17	4	-5.0	6	1	6	-5.75692963752665	0								5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	5	Eastern Province, Western, Zambia	ZA	ZA03	65216	-13	32.25	-2282596	20220824090000	https://www.faceofmalawi.com/2022/08/24/50-year-old-woman-hired-gule-wamkulu-to-torture-her-husband/
1059943070	20220824	202208	2022	2022.6411											COP	POLICE OFFICER						COP			0	174	174	17	4	-5.0	10	1	10	-4.92476060191518	0								0								0								20220824090000	https://www.gazettelive.co.uk/news/teesside-news/cleveland-police-officer-accused-urinating-24836240
1059943071	20220824	202208	2022	2022.6411											CRM	CARTEL						CRM			0	080	080	08	2	5.0	1	1	1	-3.45303867403315	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	1	China	CH	CH		35	105	CH	20220824090000	https://www.dailysignal.com/2022/08/24/deadly-rep-chip-roy-issues-warning-on-fentanyl-crisis/
1059943072	20220824	202208	2022	2022.6411											CRM	CARTEL						CRM			0	080	080	08	2	5.0	1	1	1	-3.45303867403315	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824090000	https://www.dailysignal.com/2022/08/24/deadly-rep-chip-roy-issues-warning-on-fentanyl-crisis/
1059943073	20220824	202208	2022	2022.6411											CRM	CARTEL						CRM			0	080	080	08	2	5.0	3	1	3	-3.45303867403315	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824090000	https://www.dailysignal.com/2022/08/24/deadly-rep-chip-roy-issues-warning-on-fentanyl-crisis/
