1059988483	20210824	202108	2021	2021.6411	FRA	FRANCE	FRA								NLD	NETHERLANDS	NLD								0	172	172	17	4	-5.0	2	1	2	-3.1496062992126	1	France	FR	FR		46	2	FR	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	1	France	FR	FR		46	2	FR	20220824144500	http://www.euronews.com/green/2022/08/24/france-becomes-first-european-country-to-ban-fossil-fuel-ads-but-does-the-new-law-go-far-e
1059988484	20210824	202108	2021	2021.6411	JPN	JAPAN	JPN								SYC	SEYCHELLES	SYC								1	060	060	06	2	6.0	2	1	2	2.14592274678112	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220824144500	http://www.seychellesnewsagency.com/articles/17283/Seychelles+President+to+attend+Japan
1059988485	20210824	202108	2021	2021.6411	JPN	JAPAN	JPN								SYC	SEYCHELLES	SYC								1	060	060	06	2	6.0	2	1	2	2.14592274678112	1	Japan	JA	JA		36	138	JA	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Japan	JA	JA		36	138	JA	20220824144500	http://www.seychellesnewsagency.com/articles/17283/Seychelles+President+to+attend+Japan
1059988486	20210824	202108	2021	2021.6411	JPN	JAPAN	JPN								SYC	SEYCHELLES	SYC								1	060	060	06	2	6.0	6	1	6	2.14592274678112	1	Japan	JA	JA		36	138	JA	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220824144500	http://www.seychellesnewsagency.com/articles/17283/Seychelles+President+to+attend+Japan
1059988487	20210824	202108	2021	2021.6411	MNC	MASTERCARD						MNC													1	081	081	08	2	5.0	10	1	10	-2.82131661442006	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220824144500	https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-lifts-business-restrictions-imposed-on-american-express/articleshow/93759003.cms
1059988488	20210824	202108	2021	2021.6411	TUR	TURKISH	TUR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	3	1	3	-4.5531197301855	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824144500	https://economictimes.indiatimes.com/news/defence/us-warns-of-sanctions-against-turkey-over-russia-ties/articleshow/93758772.cms
1059988489	20220725	202207	2022	2022.5616	MNCUSAHLH	PFIZER	USA					MNC	HLH												1	193	193	19	4	-10.0	5	1	5	5.44117647058824	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220824144500	https://www.albanyherald.com/features/health/moderna-pfizer-seek-fda-authorization-for-updated-covid-19-vaccines-shots-could-be-available-next/article_2f2ceffc-ad0a-5c3c-ae12-56a7510c02bb.html
1059988490	20220725	202207	2022	2022.5616	RUS	RUSSIA	RUS								DEU	HAMBURG	DEU								0	030	030	03	1	4.0	2	1	2	0.74441687344913	1	Russia	RS	RS		60	100	RS	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	1	Russia	RS	RS		60	100	RS	20220824144500	https://vocm.com/2022/08/24/new-green-economy-truedeau/
1059988491	20220725	202207	2022	2022.5616	RUS	RUSSIA	RUS								DEU	HAMBURG	DEU								0	036	036	03	1	4.0	2	1	2	0.74441687344913	1	Russia	RS	RS		60	100	RS	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	20220824144500	https://vocm.com/2022/08/24/new-green-economy-truedeau/
1059988492	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	013	013	01	1	0.4	4	1	4	-2.46406570841889	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220824144500	https://www.bizpacreview.com/2022/08/24/american-association-of-medical-colleges-mandate-courses-in-anti-racism-patients-lives-are-at-risk-1276831/
1059988493	20220817	202208	2022	2022.6219											GBR	SCOTLAND	GBR								0	042	042	04	1	1.9	4	1	4	-0.45207956600362	0								4	Sherborne, Dorset, United Kingdom	UK	UKD6	40129	50.95	-2.5	-2607617	4	Sherborne, Dorset, United Kingdom	UK	UKD6	40129	50.95	-2.5	-2607617	20220824144500	https://www.nytimes.com/2022/08/24/us/mack-rutherford-teen-pilot.html
