1060030053	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR								ZAF	NATAL	ZAF								1	145	145	14	3	-7.5	1	1	1	-7.75862068965517	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20220824200000	https://www.timeslive.co.za/news/south-africa/2022-08-24-umgeni-road-in-durban-barricaded-during-night-time-protest/
1060030054	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR								ZAF	NATAL	ZAF								1	145	145	14	3	-7.5	1	1	1	-7.75862068965517	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Springfield, Eastern Cape, South Africa	SF	SF05	77317	-33.9833	25.55	-1286559	20220824200000	https://www.timeslive.co.za/news/south-africa/2022-08-24-umgeni-road-in-durban-barricaded-during-night-time-protest/
1060030055	20210824	202108	2021	2021.6411	GOV	GOVERNMENT						GOV													1	014	014	01	1	0.0	3	1	3	-1.8421052631579	4	Tolima, Cesar, Colombia	CO	CO10	14027	9.51	-73.8867	-600413	0								4	Tolima, Cesar, Colombia	CO	CO10	14027	9.51	-73.8867	-600413	20220824200000	https://nationworldnews.com/colombia-surpasses-italy-canada-the-united-kingdom-and-the-united-states-in-renewable-energy/
1060030056	20210824	202108	2021	2021.6411	GOV	GOVERNMENT						GOV			COL	COLOMBIA	COL								1	014	014	01	1	0.0	2	1	2	-1.8421052631579	4	Tolima, Cesar, Colombia	CO	CO10	14027	9.51	-73.8867	-600413	4	Tolima, Cesar, Colombia	CO	CO10	14027	9.51	-73.8867	-600413	4	Tolima, Cesar, Colombia	CO	CO10	14027	9.51	-73.8867	-600413	20220824200000	https://nationworldnews.com/colombia-surpasses-italy-canada-the-united-kingdom-and-the-united-states-in-renewable-energy/
1060030057	20210824	202108	2021	2021.6411	OPP	PROTESTER						OPP			AFR	AFRICA	AFR								1	145	145	14	3	-7.5	4	1	4	-7.75862068965517	4	Springfield, Eastern Cape, South Africa	SF	SF05	77317	-33.9833	25.55	-1286559	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Springfield, Eastern Cape, South Africa	SF	SF05	77317	-33.9833	25.55	-1286559	20220824200000	https://www.timeslive.co.za/news/south-africa/2022-08-24-umgeni-road-in-durban-barricaded-during-night-time-protest/
1060030058	20210824	202108	2021	2021.6411	OPP	PROTESTER						OPP			ZAF	KWAZULU NATAL	ZAF								1	145	145	14	3	-7.5	2	1	2	-7.75862068965517	4	Springfield, Eastern Cape, South Africa	SF	SF05	77317	-33.9833	25.55	-1286559	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Springfield, Eastern Cape, South Africa	SF	SF05	77317	-33.9833	25.55	-1286559	20220824200000	https://www.timeslive.co.za/news/south-africa/2022-08-24-umgeni-road-in-durban-barricaded-during-night-time-protest/
1060030059	20210824	202108	2021	2021.6411	USA	AMERICAN	USA								EDU	STUDENT						EDU			1	056	056	05	1	7.0	8	1	8	1.00719424460431	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824200000	https://twitchy.com/sarahd-313035/2022/08/24/journo-apparently-finds-it-remarkable-that-fox-news-headline-about-illegal-student-loan-bailout-uses-words-you-dont-see-from-other-media/
1060030060	20210824	202108	2021	2021.6411	USACOP	LOS ANGELES	USA					COP			OPP	ACTIVIST						OPP			0	090	090	09	2	-2.0	8	1	8	-5.01138952164009	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824200000	https://www.businessinsider.com/guides/tech/what-is-swatting
1060030061	20210824	202108	2021	2021.6411	USACOP	LOS ANGELES	USA					COP			USAOPP	UNITED STATES	USA					OPP			0	090	090	09	2	-2.0	2	1	2	-5.01138952164009	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824200000	https://www.businessinsider.com/guides/tech/what-is-swatting
1060030062	20210824	202108	2021	2021.6411	sco	SCOTTISH			sco						BUS	COMPANIES						BUS			0	051	051	05	1	3.4	8	1	8	-1.28205128205128	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220824200000	https://menafn.com/1104750604/The-UK-Is-Facing-An-Energy-Bills-Crisis-And-No-Major-Party-Is-Prepared-For-It
