1059930635	20210824	202108	2021	2021.6411											ZAF	CAPE TOWN	ZAF								1	040	040	04	1	1.0	2	1	2	0.4750593824228	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220824070000	https://www.iol.co.za/capeargus/news/increase-in-traffic-volumes-and-developments-drive-construction-project-on-the-r300-6188e115-2f55-480d-ba6c-cfee921fc69c
1059930636	20210824	202108	2021	2021.6411	AFR	AFRICA	AFR								ZAF	CAPE TOWN	ZAF								1	040	040	04	1	1.0	2	1	2	0.4750593824228	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220824070000	https://www.iol.co.za/capeargus/news/increase-in-traffic-volumes-and-developments-drive-construction-project-on-the-r300-6188e115-2f55-480d-ba6c-cfee921fc69c
1059930637	20210824	202108	2021	2021.6411	KHM	CAMBODIA	KHM																		0	061	061	06	2	6.4	2	1	2	3.40557275541796	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	0								4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	20220824070000	http://en.people.cn/n3/2022/0824/c90000-10138931.html
1059930638	20210824	202108	2021	2021.6411	KOR	SOUTH KOREA	KOR								MNCUSA	NETFLIX	USA					MNC			1	110	110	11	3	-2.0	2	1	2	-1.82926829268292	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220824070000	https://english.chosun.com/site/data/html_dir/2022/08/24/2022082401060.html
1059930639	20210824	202108	2021	2021.6411	ZAF	CAPE TOWN	ZAF																		1	040	040	04	1	1.0	2	1	2	0.4750593824228	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220824070000	https://www.iol.co.za/capeargus/news/increase-in-traffic-volumes-and-developments-drive-construction-project-on-the-r300-6188e115-2f55-480d-ba6c-cfee921fc69c
1059930640	20210824	202108	2021	2021.6411	ZAF	CAPE TOWN	ZAF								AFR	AFRICA	AFR								1	040	040	04	1	1.0	2	1	2	0.4750593824228	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220824070000	https://www.iol.co.za/capeargus/news/increase-in-traffic-volumes-and-developments-drive-construction-project-on-the-r300-6188e115-2f55-480d-ba6c-cfee921fc69c
1059930641	20220725	202207	2022	2022.5616											GGY	CHANNEL ISLAND									1	043	043	04	1	2.8	10	1	10	-0.378787878787882	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220824070000	https://www.itv.com/news/channel/2022-08-24/demand-for-school-uniform-vouchers-expected-to-rise
1059930642	20220725	202207	2022	2022.5616	GGY	CHANNEL ISLAND																			1	042	042	04	1	1.9	10	1	10	-0.378787878787882	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20220824070000	https://www.itv.com/news/channel/2022-08-24/demand-for-school-uniform-vouchers-expected-to-rise
1059930643	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA								MED	GAZETTE						MED			0	013	013	01	1	0.4	2	1	2	-2.15384615384615	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220824070000	https://www.meadvilletribune.com/news/oz-presses-fetterman-to-accept-proposals-for-u-s-senate-debates/article_be0dc31c-231a-11ed-95c5-9bc2c7b8911f.html
1059930644	20220817	202208	2022	2022.6219											GOV	CITY MANAGER						GOV			1	040	040	04	1	1.0	1	1	1	-1.6973125884017	0								3	Fort Myers, Florida, United States	US	USFL		26.6406	-81.8723	282700	3	Fort Myers, Florida, United States	US	USFL		26.6406	-81.8723	282700	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930645	20220817	202208	2022	2022.6219											GOV	PREMIER						GOV			1	041	041	04	1	1.0	6	1	6	-0.43956043956044	0								1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930646	20220817	202208	2022	2022.6219											USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-1.6973125884017	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930647	20220817	202208	2022	2022.6219											USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-1.6973125884017	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930648	20220817	202208	2022	2022.6219	EST	ESTONIA	EST								IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			1	112	112	11	3	-2.0	2	1	2	-3.15186246418338	4	Auvere, Ida-Virumaa, Estonia	EN	EN03	15947	59.3458	27.9375	-2621574	4	Auvere, Ida-Virumaa, Estonia	EN	EN03	15947	59.3458	27.9375	-2621574	4	Auvere, Ida-Virumaa, Estonia	EN	EN03	15947	59.3458	27.9375	-2621574	20220824070000	https://news.err.ee/1608693733/electricity-costs-close-to-420-per-mwh-wednesday
1059930649	20220817	202208	2022	2022.6219	EURGOV	EUROPEAN	EUR					GOV			RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	2	1	2	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930650	20220817	202208	2022	2022.6219	EURGOV	EUROPEAN	EUR					GOV			RUS	RUSSIAN	RUS								0	172	172	17	4	-5.0	2	1	2	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930651	20220817	202208	2022	2022.6219	EURGOV	EUROPEAN	EUR					GOV			RUSCVL	RUSSIAN	RUS					CVL			0	040	040	04	1	1.0	6	1	6	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930652	20220817	202208	2022	2022.6219	EURGOV	EUROPEAN	EUR					GOV			RUSCVL	RUSSIAN	RUS					CVL			0	172	172	17	4	-5.0	6	1	6	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930653	20220817	202208	2022	2022.6219	GOV	PREMIER						GOV													1	010	010	01	1	0.0	6	1	6	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	0								1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930654	20220817	202208	2022	2022.6219	GOV	CITY MANAGER						GOV													1	040	040	04	1	1.0	1	1	1	-1.6973125884017	3	Cape Coral, Florida, United States	US	USFL	FL071	26.5629	-81.9495	279997	0								3	Cape Coral, Florida, United States	US	USFL		26.5629	-81.9495	279997	20220824070000	https://www.pineisland-eagle.com/2022/08/24/county-eyes-annexations-by-municipalities/
1059930655	20220817	202208	2022	2022.6219	GOV	PREMIER						GOV													1	041	041	04	1	1.0	6	1	6	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	0								1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930656	20220817	202208	2022	2022.6219	GOV	PREMIER						GOV			SLB	SOLOMON ISLAND	SLB								1	041	041	04	1	1.0	4	1	4	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930657	20220817	202208	2022	2022.6219	RUS	RUSSIAN	RUS								EURGOV	EUROPEAN	EUR					GOV			0	040	040	04	1	1.0	2	1	2	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930658	20220817	202208	2022	2022.6219	RUSCVL	RUSSIAN	RUS					CVL			EURGOV	EUROPEAN	EUR					GOV			0	040	040	04	1	1.0	6	1	6	-3.36633663366337	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824070000	https://euobserver.com/opinion/155848
1059930659	20220817	202208	2022	2022.6219	SLB	SOLOMON ISLAND	SLB								GOV	PREMIER						GOV			1	010	010	01	1	0.0	4	1	4	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
1059930660	20220817	202208	2022	2022.6219	SLB	SOLOMON ISLAND	SLB								GOV	PREMIER						GOV			1	041	041	04	1	1.0	4	1	4	-0.43956043956044	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	1	Solomon Islands	BP	BP		-8	159	BP	20220824070000	https://www.sibconline.com.sb/premier-makaa-applauds-mwas-disaster-preparedness-and-response-project/
