1059986259	20210824	202108	2021	2021.6411	BRA	BRAZIL	BRA								BUS	COMPANY						BUS			1	0311	031	03	1	5.2	6	3	6	3.09258747492092	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220824143000	https://www.finanznachrichten.de/nachrichten-2022-08/56888403-brainvest-wealth-management-announces-jan-gunnar-karsten-as-brazil-ceo-and-fernando-gelman-as-global-ceo-004.htm
1059986260	20210824	202108	2021	2021.6411	BRA	BRAZIL	BRA								BUS	COMPANY						BUS			1	0311	031	03	1	5.2	4	2	4	3.06258865248227	1	Brazil	BR	BR		-10	-55	BR	1	United States	US	US		39.828175	-98.5795	US	1	Brazil	BR	BR		-10	-55	BR	20220824143000	https://markets.buffalonews.com/buffnews/article/bizwire-2022-8-24-brainvest-wealth-management-announces-jan-gunnar-karsten-as-brazil-ceo-and-fernando-gelman-as-global-ceo
1059986261	20210824	202108	2021	2021.6411	BRA	BRAZIL	BRA								BUS	COMPANY						BUS			1	0311	031	03	1	5.2	2	1	2	3.15258511979823	1	Brazil	BR	BR		-10	-55	BR	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824143000	https://www.finanznachrichten.de/nachrichten-2022-08/56888403-brainvest-wealth-management-announces-jan-gunnar-karsten-as-brazil-ceo-and-fernando-gelman-as-global-ceo-004.htm
1059986262	20210824	202108	2021	2021.6411	GOV	EMPEROR						GOV			VNM	VIETNAM	VNM								0	042	042	04	1	1.9	1	1	1	4.17690417690418	1	Japan	JA	JA		36	138	JA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220824143000	https://english.vov.vn/en/politics/vietnamese-president-asks-for-japanese-assistance-in-multiple-areas-post965526.vov
1059986263	20210824	202108	2021	2021.6411	REB	REBEL GROUP						REB			SSD	JUBA	SSD								1	057	057	05	1	8.0	8	1	8	-0.17761989342807	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20220824143000	https://www.dabangasudan.org/en/all-news/article/sudan-s-national-accord-forces-announces-its-political-aims
1059986264	20210824	202108	2021	2021.6411	SSD	JUBA	SSD								REB	REBEL GROUP						REB			1	057	057	05	1	8.0	8	1	8	-0.17761989342807	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20220824143000	https://www.dabangasudan.org/en/all-news/article/sudan-s-national-accord-forces-announces-its-political-aims
1059986265	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	120	120	12	3	-4.0	3	1	3	0.67961165048543	3	Sonoma, California, United States	US	USCA	CA097	38.2919	-122.458	277617	3	Sonoma, California, United States	US	USCA	CA097	38.2919	-122.458	277617	3	Sonoma, California, United States	US	USCA	CA097	38.2919	-122.458	277617	20220824143000	https://www.pressdemocrat.com/article/news/i-do-see-hope-interim-president-takes-reins-at-troubled-sonoma-state/
1059986266	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	120	120	12	3	-4.0	1	1	1	0.67961165048543	2	California, United States	US	USCA		36.17	-119.746	CA	3	Sonoma, California, United States	US	USCA	CA097	38.2919	-122.458	277617	3	Sonoma, California, United States	US	USCA	CA097	38.2919	-122.458	277617	20220824143000	https://www.pressdemocrat.com/article/news/i-do-see-hope-interim-president-takes-reins-at-troubled-sonoma-state/
1059986267	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								LEG	SENATE						LEG			1	020	020	02	1	3.0	2	1	2	1.4145810663765	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824143000	https://www.newtownbee.com/08242022/meet-democrat-tim-gavin-28th-district-senate-candidate/
1059986268	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			0	036	036	03	1	4.0	2	1	2	1.07398568019093	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Berkshire County, Massachusetts, United States	US	USMA		42.3334	-73.2495	606928	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824143000	https://www.standard-journal.com/news/news_ap/article_2f0c90d5-f260-578a-b4ed-642a950d5611.html
1059986269	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			0	042	042	04	1	1.9	2	1	2	1.07398568019093	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824143000	https://www.standard-journal.com/news/news_ap/article_2f0c90d5-f260-578a-b4ed-642a950d5611.html
1059986270	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USAMED	FLORIDA	USA					MED			1	043	043	04	1	2.8	4	1	4	1.76767676767677	3	Gainesville, Florida, United States	US	USFL	FL001	29.6516	-82.3248	282874	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Gainesville, Florida, United States	US	USFL	FL001	29.6516	-82.3248	282874	20220824143000	https://www.mainstreetdailynews.com/business/derrick-mainstreet-growth-accelerates
1059986271	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA								USAMED	UNITED STATES	USA					MED			1	043	043	04	1	2.8	2	1	2	1.76767676767677	3	Gainesville, Florida, United States	US	USFL	FL001	29.6516	-82.3248	282874	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	California, United States	US	USCA		36.17	-119.746	CA	20220824143000	https://www.mainstreetdailynews.com/business/derrick-mainstreet-growth-accelerates
1059986272	20210824	202108	2021	2021.6411	USACVL	UNITED STATES	USA					CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.07398568019093	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824143000	https://www.standard-journal.com/news/news_ap/article_2f0c90d5-f260-578a-b4ed-642a950d5611.html
1059986273	20210824	202108	2021	2021.6411	USAMED	FLORIDA	USA					MED			USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	1.76767676767677	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824143000	https://www.mainstreetdailynews.com/business/derrick-mainstreet-growth-accelerates
1059986274	20210824	202108	2021	2021.6411	VNM	VIETNAM	VNM								GOV	EMPEROR						GOV			0	043	043	04	1	2.8	1	1	1	4.17690417690418	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Japan	JA	JA		36	138	JA	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220824143000	https://english.vov.vn/en/politics/vietnamese-president-asks-for-japanese-assistance-in-multiple-areas-post965526.vov
1059986275	20220725	202207	2022	2022.5616											MIL	NAVY						MIL			0	042	042	04	1	1.9	6	1	6	2.03389830508475	0								5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.8333	-4.91667	-2605141	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.8333	-4.91667	-2605141	20220824143000	https://www.constructionnews.co.uk/contractors/bam-nuttall-wins-60m-welsh-port-infra-deal-24-08-2022/
1059986276	20220725	202207	2022	2022.5616	GBR	UNITED KINGDOM	GBR								MIL	NAVY						MIL			0	042	042	04	1	1.9	4	1	4	2.03389830508475	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.8333	-4.91667	-2605141	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.8333	-4.91667	-2605141	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.8333	-4.91667	-2605141	20220824143000	https://www.constructionnews.co.uk/contractors/bam-nuttall-wins-60m-welsh-port-infra-deal-24-08-2022/
1059986277	20220725	202207	2022	2022.5616	GOV	THE PM						GOV			UKR	UKRAINIAN	UKR								1	036	036	03	1	4.0	10	1	10	-0.72992700729927	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824143000	https://www.mirror.co.uk/news/politics/boris-johnson-makes-final-visit-27822673
1059986278	20220725	202207	2022	2022.5616	LEG	CONGRESS						LEG													0	070	070	07	2	7.0	6	1	6	-3.71681415929204	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824143000	https://www.siliconrepublic.com/business/who-is-peiter-mudge-zatko-twitter-whistleblower
