1059962185	20210824	202108	2021	2021.6411	CVL	TENANTS						CVL			CANGOV	ONTARIO	CAN					GOV			1	100	100	10	3	-5.0	10	1	10	-1.70603674540683	0								0								0								20220824113000	https://www.nationalobserver.com/2022/08/24/news/hotter-next-year-tenants-ontario-government-air-conditioning
1059962186	20210824	202108	2021	2021.6411	DEU	GERMAN	DEU								USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	10	1	10	0	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824113000	https://article.wn.com/view/2022/08/24/War_hit_to_German_economy_will_last_years_economist_l/
1059962187	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								CHE	SWITZERLAND	CHE								1	192	192	19	4	-9.5	2	1	2	2.60869565217391	1	United Kingdom	UK	UK		54	-4	UK	1	Switzerland	SZ	SZ		47	8	SZ	1	United Kingdom	UK	UK		54	-4	UK	20220824113000	https://www.screendaily.com/news/uks-sky-appoints-acquisitions-head/5173742.article
1059962188	20220725	202207	2022	2022.5616	AFR	AFRICA	AFR								EUR	EUROPEAN	EUR								1	130	130	13	3	-4.4	10	1	10	-3.47222222222222	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824113000	https://www.businessinsider.co.za/new-french-fries-import-duty-may-cause-shortage-in-south-africa-2022-8
1059962189	20220725	202207	2022	2022.5616	EUR	EUROPEAN	EUR								AFR	AFRICA	AFR								1	061	061	06	2	6.4	2	1	2	-3.47222222222222	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	France	FR	FR		46	2	FR	20220824113000	https://www.businessinsider.co.za/new-french-fries-import-duty-may-cause-shortage-in-south-africa-2022-8
1059962190	20220725	202207	2022	2022.5616	EUR	EUROPEAN	EUR								AFR	AFRICA	AFR								1	061	061	06	2	6.4	8	1	8	-3.47222222222222	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824113000	https://www.businessinsider.co.za/new-french-fries-import-duty-may-cause-shortage-in-south-africa-2022-8
1059962191	20220725	202207	2022	2022.5616	GBR	UNITED KINGDOM	GBR																		0	012	012	01	1	-0.4	4	1	4	-0.37998733375554	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	0								4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20220824113000	https://www.newstatesman.com/business/2022/08/uk-semiconductor-industry-dying-liz-truss
1059962192	20220725	202207	2022	2022.5616	IRLGOV	MICHEAL MARTIN	IRL					GOV			GOV	MINIST						GOV			0	010	010	01	1	0.0	20	2	20	0.072674418604655	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824113000	https://www.redhillandreigatelife.co.uk/news/national/20737843.people-ireland-raise-five-million-euro-help-ukrainians/
1059962193	20220725	202207	2022	2022.5616	LKA	SRI LANKA	LKA								OPP	PROTESTER						OPP			1	112	112	11	3	-2.0	3	1	3	-4.61741424802111	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220824113000	https://www.washingtonpost.com/politics/sri-lanka-introduces-bill-to-clip-presidential-powers/2022/08/10/bc610612-1895-11ed-b998-b2ab68f58468_story.html
1059962194	20220725	202207	2022	2022.5616	LKA	SRI LANKA	LKA								OPP	PROTESTER						OPP			1	112	112	11	3	-2.0	1	1	1	-4.61741424802111	1	Singapore	SN	SN		1.366667	103.8	SN	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220824113000	https://www.washingtonpost.com/politics/sri-lanka-introduces-bill-to-clip-presidential-powers/2022/08/10/bc610612-1895-11ed-b998-b2ab68f58468_story.html
1059962195	20220725	202207	2022	2022.5616	LKA	SRI LANKA	LKA								OPP	PROTESTER						OPP			1	112	112	11	3	-2.0	1	1	1	-4.61741424802111	1	Singapore	SN	SN		1.366667	103.8	SN	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220824113000	https://www.washingtonpost.com/politics/sri-lanka-introduces-bill-to-clip-presidential-powers/2022/08/10/bc610612-1895-11ed-b998-b2ab68f58468_story.html
1059962196	20220725	202207	2022	2022.5616	PAK	PAKISTAN	PAK																		1	084	084	08	2	7.0	4	1	4	-0.67567567567568	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20220824113000	https://tribune.com.pk/story/2372911/shaan-shahids-much-awaited-zarrar-to-release-on-september-23
1059962197	20220725	202207	2022	2022.5616	RUS	RUSSIA	RUS								UKR	KYIV	UKR								0	030	030	03	1	4.0	2	1	2	-2.07253886010363	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824113000	https://www.asiaone.com/world/ukraine-war-putin-and-zelensky-refused-meet-indonesia-says-failed-peace-talks
1059962198	20220725	202207	2022	2022.5616	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	2	1	2	-2.07253886010363	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824113000	https://www.asiaone.com/world/ukraine-war-putin-and-zelensky-refused-meet-indonesia-says-failed-peace-talks
