1059911531	20210824	202108	2021	2021.6411	EDU	PROFESSOR						EDU													0	051	051	05	1	3.4	3	1	3	5.29531568228106	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824033000	https://www.thisdaylive.com/index.php/2022/08/24/lagos-empowers-final-year-students-with-employability-entrepreneurship-skills/
1059911532	20210824	202108	2021	2021.6411	EDU	PROFESSOR						EDU			NGA	NIGERIA	NGA								0	051	051	05	1	3.4	2	1	2	5.29531568228106	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824033000	https://www.thisdaylive.com/index.php/2022/08/24/lagos-empowers-final-year-students-with-employability-entrepreneurship-skills/
1059911533	20210824	202108	2021	2021.6411	USAEDU	MISSOURI	USA					EDU													1	120	120	12	3	-4.0	10	1	10	-4.88888888888889	0								0								0								20220824033000	https://abc17news.com/news/health-news/public-safety-alert/2022/08/23/university-of-missouri-sees-decline-in-sexual-assault-cases-over-the-last-5-years/
1059911534	20210824	202108	2021	2021.6411	USAEDU	MISSOURI	USA					EDU													1	180	180	18	4	-9.0	10	1	10	-4.88888888888889	0								0								0								20220824033000	https://abc17news.com/news/health-news/public-safety-alert/2022/08/23/university-of-missouri-sees-decline-in-sexual-assault-cases-over-the-last-5-years/
1059911535	20220725	202207	2022	2022.5616	AUS	AUSTRALIAN	AUS								MNCJPN	TOYOTA	JPN					MNC			1	036	036	03	1	4.0	7	1	7	0.24242424242424	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824033000	https://www.drive.com.au/news/2023-toyota-corolla-cross-price-and-specs/
1059911536	20220725	202207	2022	2022.5616	MNCJPN	TOYOTA	JPN					MNC			AUS	AUSTRALIAN	AUS								1	036	036	03	1	4.0	7	1	7	0.24242424242424	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824033000	https://www.drive.com.au/news/2023-toyota-corolla-cross-price-and-specs/
1059911537	20220817	202208	2022	2022.6219	GOV	ADMINISTRATION						GOV			GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		1	090	090	09	2	-2.0	3	1	3	-2.83505154639175	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20220824033000	https://www.pna.gov.ph/articles/1181985
1059911538	20220817	202208	2022	2022.6219	GOV	ADMINISTRATION						GOV			GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		1	090	090	09	2	-2.0	2	1	2	-2.83505154639175	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824033000	https://www.pna.gov.ph/articles/1181985
1059911539	20220817	202208	2022	2022.6219	GOV	ADMINISTRATION						GOV			PHL	CALOOCAN	PHL								1	090	090	09	2	-2.0	3	1	3	-2.83505154639175	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20220824033000	https://www.pna.gov.ph/articles/1181985
1059911540	20220817	202208	2022	2022.6219	GOV	ADMINISTRATION						GOV			PHL	CALOOCAN	PHL								1	090	090	09	2	-2.0	2	1	2	-2.83505154639175	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824033000	https://www.pna.gov.ph/articles/1181985
1059911541	20220817	202208	2022	2022.6219	GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		PHL	CALOOCAN	PHL								1	090	090	09	2	-2.0	5	1	5	-2.83505154639175	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220824033000	https://www.pna.gov.ph/articles/1181985
1059911542	20220817	202208	2022	2022.6219	LEG	LAWMAKER						LEG			AUS	AUSTRALIA	AUS								0	013	013	01	1	0.4	2	1	2	0.55970149253732	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220824033000	https://www.newdelhitimes.com/australia-to-prevent-prime-ministers-gaining-secret-powers/
1059911543	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	1.45322434150772	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	0								3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	20220824033000	https://www.fairfieldsuntimes.com/news/state/does-the-state-legislature-need-a-special-session-to-spend-down-the-budget-surplus/article_97efdc11-87b4-560c-befd-af32098c7d4a.html
1059911544	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		0	026	026	02	1	4.0	4	1	4	-3.66666666666667	3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	0								3	Boulder, Colorado, United States	US	USCO	CO013	40.015	-105.271	178680	20220824033000	https://www.cuindependent.com/2020/03/24/coronavirus-and-homelessness-boulder/
