1059913001	20210824	202108	2021	2021.6411											EDU	SCHOOL						EDU			1	100	100	10	3	-5.0	10	1	10	-2.21518987341772	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220824034500	https://www.weareiowa.com/article/news/local/central-iowa-teacher-shortage-2022-2023-academic-year-back-to-school/524-c69f6e66-dec8-45b0-a29d-85a25740f46b
1059913002	20210824	202108	2021	2021.6411	AFG	AFGHANISTAN	AFG								JPN	JAPAN	JPN								1	080	080	08	2	5.0	10	1	10	-6.08108108108108	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220823_31/
1059913003	20210824	202108	2021	2021.6411	GOV	STATE ATTORNEY GENERAL						GOV			USA	PENNSYLVANIA	USA								0	084	084	08	2	7.0	4	1	4	-2.73972602739726	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824034500	https://www.ncnewsonline.com/news/local_news/county-to-get-6-8-million-in-opioid-settlement/article_948c7e24-231b-11ed-8086-0bc2dfef583f.html
1059913004	20210824	202108	2021	2021.6411	JUD	ATTORNEY						JUD			GOV	MAYOR						GOV			1	110	110	11	3	-2.0	3	1	3	-1.1472275334608	3	Grand Island, Florida, United States	US	USFL	FL069	28.8825	-81.729	305746	3	Grand Island, Florida, United States	US	USFL		28.8825	-81.729	305746	3	Grand Island, Florida, United States	US	USFL		28.8825	-81.729	305746	20220824034500	https://buffalonews.com/news/local/govt-and-politics/state-sen-sean-ryan-wins-democratic-primary-in-nys-61st-district/article_c4b35cce-232c-11ed-9f63-4bb02696894d.html
1059913005	20210824	202108	2021	2021.6411	JUD	ATTORNEY						JUD			GOV	MAYOR						GOV			1	110	110	11	3	-2.0	5	1	5	-1.1472275334608	3	Erie County, New York, United States	US	USNY	NY029	42.7667	-78.6664	974113	3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	20220824034500	https://buffalonews.com/news/local/govt-and-politics/state-sen-sean-ryan-wins-democratic-primary-in-nys-61st-district/article_c4b35cce-232c-11ed-9f63-4bb02696894d.html
1059913006	20210824	202108	2021	2021.6411	JUD	ATTORNEY						JUD			USAGOV	UNITED STATES	USA					GOV			1	110	110	11	3	-2.0	2	1	2	-1.1472275334608	3	Erie County, New York, United States	US	USNY	NY029	42.7667	-78.6664	974113	3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	20220824034500	https://buffalonews.com/news/local/govt-and-politics/state-sen-sean-ryan-wins-democratic-primary-in-nys-61st-district/article_c4b35cce-232c-11ed-9f63-4bb02696894d.html
1059913007	20210824	202108	2021	2021.6411	USAGOV	UNITED STATES	USA					GOV			USA	PENNSYLVANIA	USA								0	084	084	08	2	7.0	1	1	1	-2.73972602739726	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824034500	https://www.ncnewsonline.com/news/local_news/county-to-get-6-8-million-in-opioid-settlement/article_948c7e24-231b-11ed-8086-0bc2dfef583f.html
1059913008	20220725	202207	2022	2022.5616											THA	THAILAND	THA								1	036	036	03	1	4.0	2	1	2	0	0								1	India	IN	IN		20	77	IN	1	Thailand	TH	TH		15	100	TH	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913009	20220725	202207	2022	2022.5616											THA	THAILAND	THA								1	043	043	04	1	2.8	2	1	2	0	0								1	India	IN	IN		20	77	IN	1	Thailand	TH	TH		15	100	TH	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913010	20220725	202207	2022	2022.5616	GOV	MINIST						GOV			USAGOV	THE US	USA					GOV			1	036	036	03	1	4.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913011	20220725	202207	2022	2022.5616	THA	THAILAND	THA																		1	036	036	03	1	4.0	2	1	2	0	1	India	IN	IN		20	77	IN	0								1	Thailand	TH	TH		15	100	TH	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913012	20220725	202207	2022	2022.5616	THA	THAILAND	THA																		1	042	042	04	1	1.9	2	1	2	0	1	India	IN	IN		20	77	IN	0								1	Thailand	TH	TH		15	100	TH	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913013	20220725	202207	2022	2022.5616	USA	CALIFORNIA	USA								COP	DETECTIVE						COP			1	173	173	17	4	-5.0	3	1	3	-5.81140350877193	2	California, United States	US	USCA		36.17	-119.746	CA	3	Santa Paula, California, United States	US	USCA		34.3542	-119.059	1652793	2	California, United States	US	USCA		36.17	-119.746	CA	20220824034500	https://www.vcstar.com/story/news/local/communities/county/2022/08/23/oak-view-sentencing-child-porn-case-more-ventura-county/7880284001/
1059913014	20220725	202207	2022	2022.5616	USA	THE US	USA								USAGOV	THE US	USA					GOV			1	036	036	03	1	4.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913015	20220725	202207	2022	2022.5616	USA	THE US	USA								USAGOV	THE US	USA					GOV			1	046	046	04	1	7.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913016	20220725	202207	2022	2022.5616	USAGOV	THE US	USA					GOV			GOV	MINIST						GOV			1	036	036	03	1	4.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913017	20220725	202207	2022	2022.5616	USAGOV	THE US	USA					GOV			USA	THE US	USA								1	036	036	03	1	4.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913018	20220725	202207	2022	2022.5616	USAGOV	THE US	USA					GOV			USA	THE US	USA								1	046	046	04	1	7.0	10	1	10	0	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824034500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_16/
1059913019	20220817	202208	2022	2022.6219											USA	UNITED STATES	USA								0	084	084	08	2	7.0	2	1	2	-7.29813664596273	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824034500	https://abcnews.go.com/Politics/whitey-bulger-killing-planned-minutes-justice-department/story?id=88761649
1059913020	20220817	202208	2022	2022.6219	BUS	COMPANY						BUS			IRLGOVBUS	IRELAND	IRL					GOV	BUS		1	010	010	01	1	0.0	10	1	10	-1.0204081632653	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220824034500	https://www.afr.com/companies/financial-services/eml-hit-by-another-fraud-shares-down-14-5pc-20220824-p5bcdn
1059913021	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	2	1	2	-4.31177446102819	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824034500	https://www.mykxlg.com/news/national/ap-news-summary-at-10-58-p-m-edt/article_d362c538-1f45-54ab-be0f-34ba6dcb5c7e.html
1059913022	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	6	1	6	-4.31177446102819	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824034500	https://www.mykxlg.com/news/national/ap-news-summary-at-10-58-p-m-edt/article_d362c538-1f45-54ab-be0f-34ba6dcb5c7e.html
1059913023	20220817	202208	2022	2022.6219	USAGOV	JOE BIDEN	USA					GOV													0	071	071	07	2	7.4	2	1	2	-4.31177446102819	1	Russia	RS	RS		60	100	RS	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824034500	https://www.mykxlg.com/news/national/ap-news-summary-at-10-58-p-m-edt/article_d362c538-1f45-54ab-be0f-34ba6dcb5c7e.html
1059913024	20220823	202208	2022	2022.6384	LAB	EMPLOYEE						LAB			JUD	FEDERAL COURT						JUD			1	015	015	01	1	0.0	5	1	5	-6.08465608465608	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220824034500	https://www.phonearena.com/news/Ex-apple-engineer-pleads-guilty-to-stealing-info-about-compays-car_id142082
1059913025	20220824	202208	2022	2022.6411											BGD	BANGLADESH	BGD								1	061	061	06	2	6.4	5	1	5	0.60606060606061	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220824034500	http://www.akp.gov.kh/post/detail/260594
1059913026	20220824	202208	2022	2022.6411											BUS	MANUFACTURER						BUS			1	020	020	02	1	3.0	2	1	2	-7.05882352941176	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824034500	https://www.shanghainews.net/news/272663658/china-sichuan-experiencing-severe-power-outages-amid-drought-heat-waves
1059913027	20220824	202208	2022	2022.6411											BUS	MANUFACTURER						BUS			1	020	020	02	1	3.0	8	1	8	-7.05882352941176	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824034500	https://www.shanghainews.net/news/272663658/china-sichuan-experiencing-severe-power-outages-amid-drought-heat-waves
1059913028	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			0	040	040	04	1	1.0	30	1	30	-4.77273958502627	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220824034500	http://www.pauldavisoncrime.com/search/label/FBI%20Philadelphia
1059913029	20220824	202208	2022	2022.6411											BUS	BOSS						BUS			0	042	042	04	1	1.9	10	1	10	-2.27272727272727	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220824034500	https://www.thephuketnews.com/najib-sent-to-jail-after-malaysia-top-court-upholds-sentence-in-1mdb-scandal-85343.php
1059913030	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			1	046	046	04	1	7.0	10	1	10	4.45682451253482	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20220824034500	https://mumbrella.com.au/unilever-anz-achieves-b-corp-certification-752974
1059913031	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			0	130	130	13	3	-4.4	30	1	30	-4.77273958502627	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220824034500	http://www.pauldavisoncrime.com/search/label/FBI%20Philadelphia
1059913032	20220824	202208	2022	2022.6411											CHE	SWITZERLAND	CHE								0	051	051	05	1	3.4	2	1	2	-7.90861159929704	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220824034500	https://www.nationofchange.org/2022/08/23/the-republican-road-to-nazi-perdition/
1059913033	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								0	051	051	05	1	3.4	10	1	10	-1.72697368421052	0								4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	20220824034500	https://www.afr.com/world/asia/uphold-one-china-principle-to-keep-regional-peace-ambassador-says-20220824-p5bcc7
1059913034	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	130	130	13	3	-4.4	5	1	5	-8.33333333333334	0								4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20220824034500	https://www.ndtv.com/world-news/chinas-autumn-harvest-under-severe-threat-amid-worst-heatwave-on-record-3280986
1059913035	20220824	202208	2022	2022.6411											CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				1	036	036	03	1	4.0	10	1	10	4.72972972972973	0								0								0								20220824034500	https://www.times-gazette.com/story/news/local/2022/08/24/mohican-quilters-quilt-auction-to-benefit-loudonville-fair-board/65412940007/
1059913036	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	020	020	02	1	3.0	10	1	10	-5.81140350877193	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220824034500	https://www.vcstar.com/story/news/local/communities/county/2022/08/23/oak-view-sentencing-child-porn-case-more-ventura-county/7880284001/
1059913037	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	043	043	04	1	2.8	1	1	1	-6.90087829360101	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824034500	https://www.ncnewsonline.com/news/local_news/butler-county-homicide-case-headed-for-trial/article_f84216a8-230d-11ed-82b9-37049c89f0da.html
1059913038	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	043	043	04	1	2.8	1	1	1	-6.90087829360101	0								3	Portersville, Pennsylvania, United States	US	USPA	PA019	40.9228	-80.1423	1214002	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824034500	https://www.ncnewsonline.com/news/local_news/butler-county-homicide-case-headed-for-trial/article_f84216a8-230d-11ed-82b9-37049c89f0da.html
1059913039	20220824	202208	2022	2022.6411											COP	POLICE						COP			0	043	043	04	1	2.8	3	1	3	-6.90087829360101	0								3	Portersville, Pennsylvania, United States	US	USPA	PA019	40.9228	-80.1423	1214002	3	Portersville, Pennsylvania, United States	US	USPA	PA019	40.9228	-80.1423	1214002	20220824034500	https://www.ncnewsonline.com/news/local_news/butler-county-homicide-case-headed-for-trial/article_f84216a8-230d-11ed-82b9-37049c89f0da.html
1059913040	20220824	202208	2022	2022.6411											COP	PRISON						COP			1	181	181	18	4	-9.0	5	1	5	-4.75594493116395	0								0								0								20220824034500	http://www.msn.com/en-us/tv/news/the-story-behind-gabi-hernandez-s-bizarre-pacemaker-app-on-days-of-our-lives/ar-AA111pTA
1059913041	20220824	202208	2022	2022.6411											COP	POLICEMEN						COP			1	190	190	19	4	-10.0	6	1	6	-5.55555555555556	0								4	Khar, North-West Frontier, Pakistan	PK	PK03	40332	34.4315	72.6665	-2764580	4	Khar, North-West Frontier, Pakistan	PK	PK03	40332	34.4315	72.6665	-2764580	20220824034500	https://www.bignewsnetwork.com/news/272663905/pak-protest-continues-in-khyber-pakhtunkhwa
1059913042	20220824	202208	2022	2022.6411											CVL	RESIDENTS						CVL			0	014	014	01	1	0.0	3	1	3	-3.08370044052864	0								3	Waller County, Texas, United States	US	USTX		30.0008	-96.0008	1384022	3	Waller County, Texas, United States	US	USTX		30.0008	-96.0008	1384022	20220824034500	https://www.khou.com/article/news/local/waller-county-lakehouse-neighborhood-clay-road-flooding/285-e58e1c77-4e00-48e2-a26b-5b5b5e420fe6
1059913043	20220824	202208	2022	2022.6411											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	-0.74937552039967	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220824034500	https://www.cbc.ca/news/canada/kitchener-waterloo/woolwich-council-meeting-rainbow-crosswalk-1.6559807
1059913044	20220824	202208	2022	2022.6411											CVL	ENGINEER						CVL			1	040	040	04	1	1.0	3	1	3	-3.08370044052864	0								3	Waller County, Texas, United States	US	USTX		30.0008	-96.0008	1384022	3	Waller County, Texas, United States	US	USTX		30.0008	-96.0008	1384022	20220824034500	https://www.khou.com/article/news/local/waller-county-lakehouse-neighborhood-clay-road-flooding/285-e58e1c77-4e00-48e2-a26b-5b5b5e420fe6
1059913045	20220824	202208	2022	2022.6411											CVL	SETTLEMENT						CVL			0	100	100	10	3	-5.0	10	1	10	-8.2417582417582	0								4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20220824034500	https://timesofindia.indiatimes.com/city/vadodara/insurance-firm-told-to-pay-for-treatment-of-squint/articleshow/93742792.cms
