1060028415	20210824	202108	2021	2021.6411											BUS	COMPANIES						BUS			1	057	057	05	1	8.0	6	1	6	1.66666666666666	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824194500	https://www.geekwire.com/2022/t-mobile-and-spacex-get-set-to-announce-something-special-for-starlink-connectivity/
1060028416	20210824	202108	2021	2021.6411											EDU	STUDENT						EDU			0	014	014	01	1	0.0	10	1	10	-3.57142857142857	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220824194500	https://www.huffpost.com/entry/oklahoma-teacher-resigns-hb-1775-book-ban_n_63063264e4b00c150d66e940
1060028417	20210824	202108	2021	2021.6411	BUS	PRODUCER						BUS													1	051	051	05	1	3.4	6	1	6	3.08686288585786	4	Aguilar De La Frontera, AndalucíSP, Spain	SP	SP51	25783	37.5145	-4.65617	-369393	0								4	Aguilar De La Frontera, AndalucíSP, Spain	SP	SP51	25783	37.5145	-4.65617	-369393	20220824194500	https://www.forbes.com/sites/karlsson/2022/08/24/bodegas-toro-albal-in-montilla-moriles-memorable-wines-in-warm-and-sunny-andaluca/
1060028418	20210824	202108	2021	2021.6411	BUS	COMPANIES						BUS													1	057	057	05	1	8.0	6	1	6	1.66666666666666	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824194500	https://www.geekwire.com/2022/t-mobile-and-spacex-get-set-to-announce-something-special-for-starlink-connectivity/
1060028419	20210824	202108	2021	2021.6411	BUS	PRODUCER						BUS			ESP	SPAIN	ESP								1	051	051	05	1	3.4	4	1	4	3.08686288585786	4	Aguilar De La Frontera, AndalucíSP, Spain	SP	SP51	25783	37.5145	-4.65617	-369393	4	Aguilar De La Frontera, AndalucíSP, Spain	SP	SP51	25783	37.5145	-4.65617	-369393	4	Aguilar De La Frontera, AndalucíSP, Spain	SP	SP51	25783	37.5145	-4.65617	-369393	20220824194500	https://www.forbes.com/sites/karlsson/2022/08/24/bodegas-toro-albal-in-montilla-moriles-memorable-wines-in-warm-and-sunny-andaluca/
1060028420	20210824	202108	2021	2021.6411	CRM	CRIMINAL						CRM													1	015	015	01	1	0.0	3	1	3	-7.11974110032359	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824194500	https://dailypost.ng/2022/08/24/efcc-arraigns-cubana-manager-for-money-laundering-partner-precious-ofure-convicted/
1060028421	20210824	202108	2021	2021.6411	CRM	CRIMINAL						CRM													1	016	016	01	1	-2.0	3	1	3	-7.11974110032359	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824194500	https://dailypost.ng/2022/08/24/efcc-arraigns-cubana-manager-for-money-laundering-partner-precious-ofure-convicted/
1060028422	20210824	202108	2021	2021.6411	CRM	CRIMINAL						CRM			NGA	NIGERIA	NGA								1	015	015	01	1	0.0	1	1	1	-7.11974110032359	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	20220824194500	https://dailypost.ng/2022/08/24/efcc-arraigns-cubana-manager-for-money-laundering-partner-precious-ofure-convicted/
1060028423	20210824	202108	2021	2021.6411	CRM	CRIMINAL						CRM			NGA	NIGERIA	NGA								1	015	015	01	1	0.0	1	1	1	-7.11974110032359	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	20220824194500	https://dailypost.ng/2022/08/24/efcc-arraigns-cubana-manager-for-money-laundering-partner-precious-ofure-convicted/
1060028424	20210824	202108	2021	2021.6411	CRM	CRIMINAL						CRM			NGA	LAGOS	NGA								1	016	016	01	1	-2.0	5	1	5	-7.11974110032359	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220824194500	https://dailypost.ng/2022/08/24/efcc-arraigns-cubana-manager-for-money-laundering-partner-precious-ofure-convicted/
1060028425	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								EDU	UNIVERSITY						EDU			0	160	160	16	4	-4.0	1	1	1	-7.31132075471698	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
1060028426	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								EDU	UNIVERSITY						EDU			0	160	160	16	4	-4.0	1	1	1	-7.31132075471698	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
1060028427	20210824	202108	2021	2021.6411	GBREDU	UNITED KINGDOM	GBR					EDU			GBR	UNITED KINGDOM	GBR								0	160	160	16	4	-4.0	1	1	1	-7.31132075471698	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
1060028428	20210824	202108	2021	2021.6411	GBREDU	UNITED KINGDOM	GBR					EDU			GBR	UNITED KINGDOM	GBR								0	160	160	16	4	-4.0	1	1	1	-7.31132075471698	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
1060028429	20210824	202108	2021	2021.6411	GOV	FIREFIGHTER						GOV													0	112	112	11	3	-2.0	10	1	10	-6.78362573099416	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220824194500	https://www.ksbw.com/article/salinas-businesses-struck-by-series-of-arson-fires-costing-thousands/40980935
1060028430	20210824	202108	2021	2021.6411	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	193	193	19	4	-10.0	6	3	6	-10.0879091525925	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824194500	https://apnews.com/8f3108578f8a512f98d388d475af2fda
1060028431	20210824	202108	2021	2021.6411	USA	PHOENIX	USA								EDU	UNIVERSITY						EDU			0	160	160	16	4	-4.0	2	1	2	-7.31132075471698	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
1060028432	20210824	202108	2021	2021.6411	USA	PHOENIX	USA								EDU	UNIVERSITY						EDU			0	160	160	16	4	-4.0	1	1	1	-7.31132075471698	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220824194500	https://www.spiked-online.com/2022/08/24/now-you-can-be-cancelled-for-criticising-drag-queens/
