1060024781	20120826	201208	2012	2012.6466											FRA	PARIS	FRA								1	040	040	04	1	1.0	10	1	10	0.52173913043478	0								4	Jhala, Uttar Pradesh, India	IN	IN36	17919	25.5243	79.0465	10462668	4	Jhala, Uttar Pradesh, India	IN	IN36	17919	25.5243	79.0465	10462668	20220824191500	https://www.energetica-india.net/articles/green-hydrogen-a-future-of-alternative-energy
1060024782	20120826	201208	2012	2012.6466	FRA	PARIS	FRA																		1	040	040	04	1	1.0	10	1	10	0.52173913043478	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824191500	https://www.energetica-india.net/articles/green-hydrogen-a-future-of-alternative-energy
1060024783	20210824	202108	2021	2021.6411	IND	DELHI	IND																		1	010	010	01	1	0.0	1	1	1	0.497512437810942	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824191500	https://economictimes.indiatimes.com/jobs/its-raining-jobs-at-iits-as-class-of-2023-gets-more-offers/articleshow/93762011.cms
1060024784	20220817	202208	2022	2022.6219	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	2	1	2	-1.00182149362477	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20220824191500	https://www.newstatesman.com/world/europe/ukraine/2022/08/exclusive-lithuania-estonia-russian-visas-expire-early
1060024785	20220817	202208	2022	2022.6219	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	6	1	6	-1.00182149362477	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20220824191500	https://www.newstatesman.com/world/europe/ukraine/2022/08/exclusive-lithuania-estonia-russian-visas-expire-early
1060024786	20220817	202208	2022	2022.6219	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	2	1	2	-1.00182149362477	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824191500	https://www.newstatesman.com/world/europe/ukraine/2022/08/exclusive-lithuania-estonia-russian-visas-expire-early
1060024787	20220817	202208	2022	2022.6219	GBR	MANCHESTER	GBR								GOV	STATE ATTORNEY GENERAL						GOV			0	043	043	04	1	2.8	10	1	10	-3.5386631716907	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824191500	https://www.crimeonline.com/2022/08/24/harmony-montgomery-lawyers-push-to-toss-dads-confessions-made-during-search-for-missing-new-hampshire-girl/
1060024788	20220817	202208	2022	2022.6219	GOV	KING						GOV													0	110	110	11	3	-2.0	10	1	10	0.21321961620469	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220824191500	https://www.mymotherlode.com/news/africa/2717015/south-africas-zulu-nation-to-host-celebration-for-new-king.html
1060024789	20220817	202208	2022	2022.6219	GOV	STATE ATTORNEY GENERAL						GOV			GBR	MANCHESTER	GBR								0	042	042	04	1	1.9	10	1	10	-3.5386631716907	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824191500	https://www.crimeonline.com/2022/08/24/harmony-montgomery-lawyers-push-to-toss-dads-confessions-made-during-search-for-missing-new-hampshire-girl/
1060024790	20220817	202208	2022	2022.6219	GOV	PRIME MINISTER						GOV			MED	JOURNALIST						MED			1	040	040	04	1	1.0	2	1	2	-8.18181818181818	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824191500	https://www.mykxlg.com/news/world/large-scale-fighting-shatters-lull-in-ethiopias-tigray/article_0ca2356e-b182-554c-aab6-768195b04018.html
