1059933455	20210824	202108	2021	2021.6411	OPP	DEMOCRACY ACTIVIST						OPP													0	173	173	17	4	-5.0	10	1	10	-2.92682926829268	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20220824073000	https://www.thestandard.com.hk/breaking-news/section/4/193842/Jailed-gay-rights-activist-loses-appeal-to-have-Hong-Kong-marriage-laws-reviewed&nbsp
1059933456	20210824	202108	2021	2021.6411	UKR	UKRAINE	UKR																		0	013	013	01	1	0.4	2	1	2	-3.19680319680319	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								1	Ireland	EI	EI		53	-8	EI	20220824073000	https://www.rte.ie/news/ukraine/2022/0824/1318458-ukraine-russia/
1059933457	20210824	202108	2021	2021.6411	UKR	UKRAINE	UKR																		0	051	051	05	1	3.4	2	1	2	-3.19680319680319	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								1	Ireland	EI	EI		53	-8	EI	20220824073000	https://www.rte.ie/news/ukraine/2022/0824/1318458-ukraine-russia/
1059933458	20220725	202207	2022	2022.5616											USA	UNITED STATES	USA								1	036	036	03	1	4.0	8	1	8	0.977198697068406	0								3	Fort Gibson, Oklahoma, United States	US	USOK		35.7976	-95.2505	1092958	3	Fort Gibson, Oklahoma, United States	US	USOK		35.7976	-95.2505	1092958	20220824073000	https://www.swoknews.com/community_news/musket-demonstrations-set-at-fort-gibson-historic-site/article_74fa64f2-0aab-53fd-9a8b-4aafdc268dc1.html
1059933459	20220725	202207	2022	2022.5616	NLD	DUTCH	NLD								TUR	TURKEY	TUR								1	042	042	04	1	1.9	2	1	2	1.04602510460251	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	20220824073000	https://www.novinite.com/articles/216415/1.4+million+Bulgarians+visited+Turkey+in+January-July
1059933460	20220725	202207	2022	2022.5616	NLDCVL	DUTCH	NLD					CVL			TUR	TURKEY	TUR								1	042	042	04	1	1.9	6	1	6	1.04602510460251	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	4	Mugla, Smolyan, Bulgaria	BU	BU57	12026	41.6167	24.5	-836549	20220824073000	https://www.novinite.com/articles/216415/1.4+million+Bulgarians+visited+Turkey+in+January-July
1059933461	20220725	202207	2022	2022.5616	RUS	MOSCOW	RUS								UKR	KYIV	UKR								0	112	112	11	3	-2.0	1	1	1	-7.2992700729927	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	4	Azovstal, Ukraine (general), Ukraine	UP	UP00	28547	47.0833	37.5833	-1034725	20220824073000	http://www.msn.com/en-us/news/world/explainer-where-ukraine-war-stands-after-6-months/ar-AA111Xzg
1059933462	20220725	202207	2022	2022.5616	RUS	MOSCOW	RUS								UKR	KYIV	UKR								0	112	112	11	3	-2.0	17	6	17	-6.00660527320989	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824073000	https://www.thetelegraph.com/news/article/EXPLAINER-Where-Ukraine-war-stands-after-6-months-17394298.php
1059933463	20220725	202207	2022	2022.5616	TUR	TURKEY	TUR								NLD	DUTCH	NLD								1	043	043	04	1	2.8	2	1	2	1.04602510460251	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	1	Netherlands	NL	NL		52.5	5.75	NL	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824073000	https://www.novinite.com/articles/216415/1.4+million+Bulgarians+visited+Turkey+in+January-July
1059933464	20220725	202207	2022	2022.5616	TUR	TURKEY	TUR								NLDCVL	DUTCH	NLD					CVL			1	043	043	04	1	2.8	6	1	6	1.04602510460251	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220824073000	https://www.novinite.com/articles/216415/1.4+million+Bulgarians+visited+Turkey+in+January-July
