1060017297	20120826	201208	2012	2012.6466	ISRCVL	ISRAELI	ISR					CVL			IRN	IRANIAN	IRN								0	130	130	13	3	-4.4	3	1	3	-2.00471698113207	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220824181500	https://www.jpost.com/israel-news/article-715511
1060017298	20210824	202108	2021	2021.6411											UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	4	1	4	0.182481751824811	0								4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824181500	https://www.thehindu.com/news/national/we-support-russia-ukraine-talks-to-resolve-crisis-rajnath-singh/article65805720.ece
1060017299	20210824	202108	2021	2021.6411	AFG	AFGHANISTAN	AFG								KEN	KENYA	KEN								1	061	061	06	2	6.4	4	1	4	-2.4390243902439	1	Afghanistan	AF	AF		33	66	AF	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220824181500	https://www.standardmedia.co.ke/business/article/2001453974/kenya-tea-exports-fall-28-per-cent-over-ukraine-war
1060017300	20210824	202108	2021	2021.6411	AFG	AFGHANISTAN	AFG								KEN	KENYA	KEN								1	061	061	06	2	6.4	1	1	1	-2.4390243902439	1	Poland	PL	PL		52	20	PL	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220824181500	https://www.standardmedia.co.ke/business/article/2001453974/kenya-tea-exports-fall-28-per-cent-over-ukraine-war
1060017301	20210824	202108	2021	2021.6411	ETH	ETHIOPIA	ETH								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	10	1	10	-4.64285714285714	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824181500	https://www.latimes.com/world-nation/story/2022-08-24/large-scale-fighting-shatters-lull-in-ethiopias-tigray
1060017302	20210824	202108	2021	2021.6411	GOV	PRESIDENT						GOV			ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	10	1	10	-4.64285714285714	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824181500	https://www.latimes.com/world-nation/story/2022-08-24/large-scale-fighting-shatters-lull-in-ethiopias-tigray
1060017303	20210824	202108	2021	2021.6411	HLH	NANNY						HLH													0	010	010	01	1	0.0	3	1	3	0	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20220824181500	https://www.dailymail.co.uk/tvshowbiz/article-11142419/Irina-Shayk-shows-jaw-droppingly-stunning-legs-skimpy-dress-pouts-shore.html
1060017304	20210824	202108	2021	2021.6411	IND	NEW DELHI	IND								UZB	UZBEKISTAN	UZB								0	036	036	03	1	4.0	4	1	4	0.182481751824811	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824181500	https://www.thehindu.com/news/national/we-support-russia-ukraine-talks-to-resolve-crisis-rajnath-singh/article65805720.ece
1060017305	20210824	202108	2021	2021.6411	MIL	CORVETTE						MIL													1	013	013	01	1	0.4	10	1	10	0.49423393739704	0								0								0								20220824181500	https://www.autoevolution.com/news/2024-chevrolet-corvette-e-ray-prototypes-lap-the-ring-like-there-s-no-tomorrow-196801.html
1060017306	20210824	202108	2021	2021.6411	NLD	HOLLAND	NLD																		1	015	015	01	1	0.0	10	1	10	-3.2442748091603	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20220824181500	https://www.dailystar.co.uk/news/latest-news/mum-fed-kebabs-pet-monkey-27824742
