1059872752	20210823	202108	2021	2021.6384											ERI	ERITREA	ERI								1	1823	182	18	4	-10.0	2	1	2	-6.89655172413794	0								1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220823213000	https://www.mirror.co.uk/news/uk-news/obsessed-killer-jailed-after-teen-27816475
1059872753	20210823	202108	2021	2021.6384	EDU	SCHOOL						EDU			CHRCTH	CATHOLIC				CHR	CTH				1	014	014	01	1	0.0	5	1	5	-3.90243902439025	0								0								0								20220823213000	https://www.telegraphindia.com/world/uvalde-kids-fear-going-back-to-school/cid/1882029
1059872754	20210823	202108	2021	2021.6384	GOV	PRIME MINISTER						GOV			GBR	GLASGOW	GBR								0	010	010	01	1	0.0	8	1	8	2.76338514680484	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220823213000	https://www.telegraphindia.com/jharkhand/jharkhand-inks-scholarship-pact-with-uk-govt/cid/1882011
1059872755	20210823	202108	2021	2021.6384	LAB	EMPLOYEE						LAB													0	114	114	11	3	-2.0	10	1	10	-5.54621848739496	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220823213000	https://www.loudountimes.com/news/cops_and_courts/former-lcps-teacher-drops-request-to-stop-investigating-her-in-wrongful-termination-suit/article_408f6fac-230c-11ed-8b4a-23356448e94e.html
1059872756	20210823	202108	2021	2021.6384	MED	MEDIA						MED			ERI	ERITREA	ERI								1	1823	182	18	4	-10.0	1	1	1	-6.89655172413794	4	Stoke-On-Trent, Stoke-on-Trent, United Kingdom	UK	UKN4	40131	53	-2.18333	-2608811	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220823213000	https://www.mirror.co.uk/news/uk-news/obsessed-killer-jailed-after-teen-27816475
1059872757	20210823	202108	2021	2021.6384	MED	MEDIA						MED			ERI	ERITREA	ERI								1	1823	182	18	4	-10.0	1	1	1	-6.89655172413794	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220823213000	https://www.mirror.co.uk/news/uk-news/obsessed-killer-jailed-after-teen-27816475
1059872758	20210823	202108	2021	2021.6384	USA	EMPIRE STATE	USA								LEG	HOUSE OF REPRESENTATIVES						LEG			1	051	051	05	1	3.4	10	1	10	-1.17458622530699	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220823213000	https://www.dailymail.co.uk/news/article-11139279/primary-election-2022-today-New-york-florida-oklahoma.html
1059872759	20220724	202207	2022	2022.5589	AUS	AUSTRALIA	AUS								NMR	NORTH AMERICA	NMR								1	043	043	04	1	2.8	4	1	4	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872760	20220724	202207	2022	2022.5589	AUS	AUSTRALIA	AUS								NMR	NORTH AMERICA	NMR								1	043	043	04	1	2.8	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872761	20220724	202207	2022	2022.5589	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872762	20220724	202207	2022	2022.5589	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872763	20220724	202207	2022	2022.5589	COP	DEPUTY						COP													0	111	111	11	3	-2.0	3	1	3	-5.78616352201257	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	0								3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	20220823213000	https://apnews.com/463e6181292ac67ecbdb3450868b2693
1059872764	20220724	202207	2022	2022.5589	COP	DEPUTY						COP													1	111	111	11	3	-2.0	21	7	21	-5.50595238095238	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220823213000	https://www.stamfordadvocate.com/news/article/Experts-Police-appear-excessive-in-Arkansas-17393092.php
1059872765	20220724	202207	2022	2022.5589	EUR	EUROPE	EUR								NMR	NORTH AMERICA	NMR								1	043	043	04	1	2.8	4	1	4	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872766	20220724	202207	2022	2022.5589	EUR	EUROPE	EUR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872767	20220724	202207	2022	2022.5589	EUR	EUROPE	EUR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.05405405405405	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872768	20220724	202207	2022	2022.5589	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-3.28719723183391	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220823213000	https://www.santafenewmexican.com/news/local_news/lujan-grisham-skipped-business-forum-to-attend-political-event-in-colorado/article_375259ae-22fd-11ed-a9b8-57cfc7b3c5b1.html
1059872769	20220724	202207	2022	2022.5589	JUD	ATTORNEY						JUD			COP	DEPUTY						COP			0	111	111	11	3	-2.0	3	1	3	-5.78616352201257	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	20220823213000	https://apnews.com/463e6181292ac67ecbdb3450868b2693
1059872770	20220724	202207	2022	2022.5589	JUD	ATTORNEY						JUD			COP	DEPUTY						COP			1	111	111	11	3	-2.0	21	7	21	-5.50595238095238	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220823213000	https://www.stamfordadvocate.com/news/article/Experts-Police-appear-excessive-in-Arkansas-17393092.php
1059872771	20220724	202207	2022	2022.5589	NMR	NORTH AMERICA	NMR								AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	4	1	4	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872772	20220724	202207	2022	2022.5589	NMR	NORTH AMERICA	NMR								AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872773	20220724	202207	2022	2022.5589	NMR	NORTH AMERICA	NMR								EUR	EUROPE	EUR								1	042	042	04	1	1.9	4	1	4	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872774	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872775	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872776	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	111	111	11	3	-2.0	14	7	14	-5.50595238095238	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	20220823213000	https://www.stamfordadvocate.com/news/article/Experts-Police-appear-excessive-in-Arkansas-17393092.php
1059872777	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								COP	DEPUTY						COP			0	111	111	11	3	-2.0	2	1	2	-5.78616352201257	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	3	Little Rock, Arkansas, United States	US	USAR		34.7465	-92.2896	83350	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220823213000	https://apnews.com/463e6181292ac67ecbdb3450868b2693
1059872778	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	111	111	11	3	-2.0	16	8	16	-5.5409787735849	3	Little Rock, Arkansas, United States	US	USAR	AR119	34.7465	-92.2896	83350	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220823213000	https://apnews.com/463e6181292ac67ecbdb3450868b2693
1059872779	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								EUR	EUROPE	EUR								1	042	042	04	1	1.9	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
1059872780	20220724	202207	2022	2022.5589	USA	UNITED STATES	USA								EUR	EUROPE	EUR								1	042	042	04	1	1.9	2	1	2	4.05405405405405	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	20220823213000	https://www.rap-up.com/2022/08/23/kendrick-lamar-doesnt-want-greatest-title/
