1059970260	20210824	202108	2021	2021.6411	JUD	SUPREME COURT						JUD			ISR	YISRAEL	ISR								1	1241	124	12	3	-4.0	10	1	10	-4.15094339622641	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	20220824123000	https://www.timesofisrael.com/supreme-court-eases-10-year-sentence-of-former-mk-faina-kirshenbaum/
1059970261	20210824	202108	2021	2021.6411	JUD	SUPREME COURT						JUD			ISR	ISRAEL	ISR								1	173	173	17	4	-5.0	10	1	10	-4.15094339622641	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	5	Tel Aviv District, Tel Aviv, Israel	IS	IS05	18316	32.0833	34.8	-781546	20220824123000	https://www.timesofisrael.com/supreme-court-eases-10-year-sentence-of-former-mk-faina-kirshenbaum/
1059970262	20210824	202108	2021	2021.6411	LAB	WORKER						LAB													0	020	020	02	1	3.0	5	1	5	0.96899224806201	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824123000	https://www.timeout.com/london/news/everything-you-need-to-know-about-the-bank-holiday-london-bus-strikes-082422
1059970263	20220725	202207	2022	2022.5616	RUS	RUSSIAN	RUS								RUSGOV	VLADIMIR PUTIN	RUS					GOV			0	172	172	17	4	-5.0	4	1	4	-0.40160642570281	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824123000	https://tokenist.com/foreign-crypto-firms-helped-ukraine-identify-russian-wallet/
1059970264	20220725	202207	2022	2022.5616	RUSGOV	RUSSIAN	RUS					GOV			RUS	RUSSIA	RUS								0	172	172	17	4	-5.0	6	1	6	-0.40160642570281	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824123000	https://tokenist.com/foreign-crypto-firms-helped-ukraine-identify-russian-wallet/
1059970265	20220817	202208	2022	2022.6219	DNK	DENMARK	DNK								NOR	NORWAY	NOR								0	014	014	01	1	0.0	4	1	4	-6.11246943765281	1	Denmark	DA	DA		56	10	DA	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220824123000	https://www.zerohedge.com/markets/finland-braces-rolling-blackouts-winter
1059970266	20220817	202208	2022	2022.6219	DNK	DENMARK	DNK								NOR	NORWAY	NOR								0	014	014	01	1	0.0	1	1	1	-6.11246943765281	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Denmark	DA	DA		56	10	DA	20220824123000	https://www.zerohedge.com/markets/finland-braces-rolling-blackouts-winter
1059970267	20220817	202208	2022	2022.6219	ISR	ISRAEL	ISR								ISROPP	ISRAEL	ISR					OPP			1	190	190	19	4	-10.0	4	1	4	-6.52173913043479	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824123000	https://www.timesofisrael.com/idf-suspends-soldiers-filmed-beating-palestinian-detainees-in-west-bank/
1059970268	20220817	202208	2022	2022.6219	ISR	ISRAELI	ISR								PSE	PALESTINIAN	PSE								1	190	190	19	4	-10.0	4	1	4	-6.52173913043479	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824123000	https://www.timesofisrael.com/idf-suspends-soldiers-filmed-beating-palestinian-detainees-in-west-bank/
1059970269	20220817	202208	2022	2022.6219	ISR	ISRAELI	ISR								PSEOPP	PALESTINIAN	PSE					OPP			1	190	190	19	4	-10.0	2	1	2	-6.52173913043479	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824123000	https://www.timesofisrael.com/idf-suspends-soldiers-filmed-beating-palestinian-detainees-in-west-bank/
